"AGS","Name","Wahlberechtigte","Wähler","Gültige","CDU","SPD","FDP","DIE.LINKE","GRÜNE","CSU","PIRATEN","NPD","Tierschutzpartei","REP","ÖDP","FAMILIE","Bündnis.21.RRP","RENTNER","BP","PBC","BüSo","DIE.VIOLETTEN","MLPD","Volksabstimmung","PSG","AfD","BIG","pro.Deutschland","DIE.RECHTE","DIE.FRAUEN","FREIE.WÄHLER","Partei.der.Nichtwähler","PARTEI.DER.VERNUNFT","Die.PARTEI","CDU_rel","SPD_rel","FDP_rel","DIE.LINKE_rel","GRÜNE_rel","CSU_rel","PIRATEN_rel","NPD_rel","Tierschutzpartei_rel","REP_rel","ÖDP_rel","FAMILIE_rel","Bündnis.21.RRP_rel","RENTNER_rel","BP_rel","PBC_rel","BüSo_rel","DIE.VIOLETTEN_rel","MLPD_rel","Volksabstimmung_rel","PSG_rel","AfD_rel","BIG_rel","pro.Deutschland_rel","DIE.RECHTE_rel","DIE.FRAUEN_rel","FREIE.WÄHLER_rel","Partei.der.Nichtwähler_rel","PARTEI.DER.VERNUNFT_rel","Die.PARTEI_rel","Wahlbeteiligung","ost_west"
"01001000","Flensburg",70321,37772,37273,11208,13604,1479,3236,4200,0,966,274,395,0,0,0,0,184,0,0,0,0,17,0,0,1543,0,0,0,0,167,0,0,0,30.07,36.498,3.968,8.682,11.268,0,2.592,0.735,1.06,0,0,0,0,0.494,0,0,0,0,0.046,0,0,4.14,0,0,0,0,0.448,0,0,0,53.7,"West"
"01002000","Kiel",187464,102600,101418,28702,36819,4705,7943,13880,0,3012,670,891,0,0,0,0,525,0,0,0,0,56,0,0,3879,0,0,0,0,336,0,0,0,28.301,36.304,4.639,7.832,13.686,0,2.97,0.661,0.879,0,0,0,0,0.518,0,0,0,0,0.055,0,0,3.825,0,0,0,0,0.331,0,0,0,54.7,"West"
"01003000","Lübeck",167287,90577,89449,29466,31669,3774,6339,9560,0,2329,795,618,0,0,0,0,272,0,0,0,0,80,0,0,3988,0,0,0,0,559,0,0,0,32.942,35.405,4.219,7.087,10.688,0,2.604,0.889,0.691,0,0,0,0,0.304,0,0,0,0,0.089,0,0,4.458,0,0,0,0,0.625,0,0,0,54.1,"West"
"01004000","Neumünster",61095,34003,33488,11801,12182,1553,1920,2432,0,685,561,293,0,0,0,0,144,0,0,0,0,16,0,0,1738,0,0,0,0,163,0,0,0,35.239,36.377,4.637,5.733,7.262,0,2.046,1.675,0.875,0,0,0,0,0.43,0,0,0,0,0.048,0,0,5.19,0,0,0,0,0.487,0,0,0,55.7,"West"
"01051001","Albersdorf",2695,1517,1500,721,394,101,65,81,0,34,13,9,0,0,0,0,6,0,0,0,0,0,0,0,65,0,0,0,0,11,0,0,0,48.067,26.267,6.733,4.333,5.4,0,2.267,0.867,0.6,0,0,0,0,0.4,0,0,0,0,0,0,0,4.333,0,0,0,0,0.733,0,0,0,56.3,"West"
"01051002","Arkebek",176,125,124,67,23,9,6,10,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,54.032,18.548,7.258,4.839,8.065,0,0.806,1.613,0.806,0,0,0,0,0,0,0,0,0,0,0,0,2.419,0,0,0,0,1.613,0,0,0,71,"West"
"01051003","Averlak",476,263,260,106,83,17,7,9,0,8,3,4,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,40.769,31.923,6.538,2.692,3.462,0,3.077,1.154,1.538,0,0,0,0,0.769,0,0,0,0,0,0,0,6.923,0,0,0,0,1.154,0,0,0,55.3,"West"
"01051004","Bargenstedt",743,493,483,245,142,24,23,13,0,5,8,5,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,50.725,29.4,4.969,4.762,2.692,0,1.035,1.656,1.035,0,0,0,0,0.621,0,0,0,0,0,0,0,2.692,0,0,0,0,0.414,0,0,0,66.4,"West"
"01051005","Barkenholm",144,102,101,54,26,3,2,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,53.465,25.743,2.97,1.98,10.891,0,0.99,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0.99,0,0,0,70.8,"West"
"01051006","Barlt",638,440,435,202,147,18,22,21,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,46.437,33.793,4.138,5.057,4.828,0,1.379,0.23,0,0,0,0,0,0.46,0,0,0,0,0,0,0,2.989,0,0,0,0,0.69,0,0,0,69,"West"
"01051008","Bergewöhrden",25,23,23,17,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.913,4.348,13.043,4.348,0,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,"West"
"01051010","Brickeln",156,99,96,60,9,7,3,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,62.5,9.375,7.292,3.125,4.167,0,4.167,1.042,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,63.5,"West"
"01051011","Brunsbüttel",10521,5826,5733,2104,2048,401,288,344,0,111,53,48,0,0,0,0,22,0,0,0,0,5,0,0,281,0,0,0,0,28,0,0,0,36.7,35.723,6.995,5.024,6,0,1.936,0.924,0.837,0,0,0,0,0.384,0,0,0,0,0.087,0,0,4.901,0,0,0,0,0.488,0,0,0,55.4,"West"
"01051012","Buchholz",799,519,515,276,132,28,23,16,0,4,5,2,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,53.592,25.631,5.437,4.466,3.107,0,0.777,0.971,0.388,0,0,0,0,0.971,0,0,0,0,0,0,0,3.883,0,0,0,0,0.777,0,0,0,65,"West"
"01051013","Büsum",4160,2365,2341,1062,720,154,93,131,0,26,8,8,0,0,0,0,12,0,0,0,0,2,0,0,92,0,0,0,0,33,0,0,0,45.365,30.756,6.578,3.973,5.596,0,1.111,0.342,0.342,0,0,0,0,0.513,0,0,0,0,0.085,0,0,3.93,0,0,0,0,1.41,0,0,0,56.9,"West"
"01051014","Büsumer Deichhausen",329,212,209,89,57,14,7,20,0,4,1,4,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,42.584,27.273,6.699,3.349,9.569,0,1.914,0.478,1.914,0,0,0,0,2.871,0,0,0,0,0,0,0,3.349,0,0,0,0,0,0,0,0,64.4,"West"
"01051015","Bunsoh",620,399,395,209,75,14,30,33,0,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,52.911,18.987,3.544,7.595,8.354,0,3.544,0.506,1.013,0,0,0,0,0,0,0,0,0,0,0,0,2.785,0,0,0,0,0.759,0,0,0,64.4,"West"
"01051016","Burg",3440,1935,1907,802,577,120,101,127,0,29,18,6,0,0,0,0,13,0,0,0,0,0,0,0,103,0,0,0,0,11,0,0,0,42.056,30.257,6.293,5.296,6.66,0,1.521,0.944,0.315,0,0,0,0,0.682,0,0,0,0,0,0,0,5.401,0,0,0,0,0.577,0,0,0,56.2,"West"
"01051017","Busenwurth",239,157,154,82,38,4,5,11,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,53.247,24.675,2.597,3.247,7.143,0,1.948,1.299,0.649,0,0,0,0,0,0,0,0,0,0.649,0,0,3.247,0,0,0,0,1.299,0,0,0,65.7,"West"
"01051019","Dellstedt",594,381,374,232,64,17,20,14,0,6,4,2,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,62.032,17.112,4.545,5.348,3.743,0,1.604,1.07,0.535,0,0,0,0,0.267,0,0,0,0,0,0,0,2.406,0,0,0,0,1.337,0,0,0,64.1,"West"
"01051020","Delve",575,373,367,158,107,30,13,30,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,43.052,29.155,8.174,3.542,8.174,0,2.725,0.272,0,0,0,0,0,0.272,0,0,0,0,0,0,0,4.087,0,0,0,0,0.545,0,0,0,64.9,"West"
"01051021","Diekhusen-Fahrstedt",563,318,315,119,136,14,10,10,0,10,2,2,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,37.778,43.175,4.444,3.175,3.175,0,3.175,0.635,0.635,0,0,0,0,0.317,0,0,0,0,0,0,0,3.175,0,0,0,0,0.317,0,0,0,56.5,"West"
"01051022","Dingen",525,339,335,116,137,25,15,15,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,34.627,40.896,7.463,4.478,4.478,0,1.791,0.299,1.493,0,0,0,0,0,0,0,0,0,0,0,0,4.478,0,0,0,0,0,0,0,0,64.6,"West"
"01051023","Dörpling",466,290,281,155,62,10,20,14,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,55.16,22.064,3.559,7.117,4.982,0,0.712,0.712,0.712,0,0,0,0,0.356,0,0,0,0,0,0,0,3.915,0,0,0,0,0.712,0,0,0,62.2,"West"
"01051024","Eddelak",1077,646,633,279,176,37,36,29,0,20,5,1,0,0,0,0,2,0,0,0,0,0,0,0,39,0,0,0,0,9,0,0,0,44.076,27.804,5.845,5.687,4.581,0,3.16,0.79,0.158,0,0,0,0,0.316,0,0,0,0,0,0,0,6.161,0,0,0,0,1.422,0,0,0,60,"West"
"01051026","Eggstedt",640,438,435,199,112,24,24,27,0,10,9,6,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,6,0,0,0,45.747,25.747,5.517,5.517,6.207,0,2.299,2.069,1.379,0,0,0,0,0.23,0,0,0,0,0,0,0,3.908,0,0,0,0,1.379,0,0,0,68.4,"West"
"01051027","Elpersbüttel",682,434,423,205,130,26,15,19,0,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,48.463,30.733,6.147,3.546,4.492,0,1.418,0.473,0.236,0,0,0,0,0.236,0,0,0,0,0,0,0,3.546,0,0,0,0,0.709,0,0,0,63.6,"West"
"01051028","Epenwöhrden",608,383,375,165,103,32,29,22,0,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,44,27.467,8.533,7.733,5.867,0,1.867,1.067,0,0,0,0,0,0.267,0,0,0,0,0,0,0,2.4,0,0,0,0,0.8,0,0,0,63,"West"
"01051030","Fedderingen",202,133,133,75,26,9,3,7,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,56.391,19.549,6.767,2.256,5.263,0,3.008,1.504,0.752,0,0,0,0,0,0,0,0,0,0,0,0,4.511,0,0,0,0,0,0,0,0,65.8,"West"
"01051032","Frestedt",299,201,197,106,45,5,8,18,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,53.807,22.843,2.538,4.061,9.137,0,2.03,1.523,0,0,0,0,0,0,0,0,0,0,0,0,0,3.046,0,0,0,0,1.015,0,0,0,67.2,"West"
"01051033","Friedrichsgabekoog",41,27,27,11,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.741,51.852,0,3.704,3.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9,"West"
"01051034","Friedrichskoog",2037,1178,1154,524,371,84,41,37,0,16,10,10,0,0,0,0,4,0,0,0,0,0,0,0,49,0,0,0,0,8,0,0,0,45.407,32.149,7.279,3.553,3.206,0,1.386,0.867,0.867,0,0,0,0,0.347,0,0,0,0,0,0,0,4.246,0,0,0,0,0.693,0,0,0,57.8,"West"
"01051035","Gaushorn",147,100,98,51,22,7,5,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,52.041,22.449,7.143,5.102,7.143,0,0,0,2.041,0,0,0,0,0,0,0,0,0,1.02,0,0,3.061,0,0,0,0,0,0,0,0,68,"West"
"01051036","Glüsing",92,65,65,38,13,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,58.462,20,9.231,3.077,3.077,0,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.615,0,0,0,0,0,0,0,0,70.7,"West"
"01051037","Großenrade",399,265,259,111,71,9,24,15,0,7,5,1,0,0,0,0,2,0,0,0,0,1,0,0,11,0,0,0,0,2,0,0,0,42.857,27.413,3.475,9.266,5.792,0,2.703,1.931,0.386,0,0,0,0,0.772,0,0,0,0,0.386,0,0,4.247,0,0,0,0,0.772,0,0,0,66.4,"West"
"01051038","Groven",66,43,43,20,14,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,46.512,32.558,11.628,2.326,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326,0,0,0,0,2.326,0,0,0,65.2,"West"
"01051039","Gudendorf",313,215,213,93,74,11,7,4,0,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,43.662,34.742,5.164,3.286,1.878,0,6.103,0.469,0.939,0,0,0,0,0,0,0,0,0,0,0,0,3.756,0,0,0,0,0,0,0,0,68.7,"West"
"01051043","Hedwigenkoog",165,110,106,39,41,4,1,12,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,36.792,38.679,3.774,0.943,11.321,0,4.717,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,66.7,"West"
"01051044","Heide",16887,9033,8915,3608,2746,526,589,599,0,232,79,58,0,0,0,0,42,0,0,0,0,4,0,0,404,0,0,0,0,28,0,0,0,40.471,30.802,5.9,6.607,6.719,0,2.602,0.886,0.651,0,0,0,0,0.471,0,0,0,0,0.045,0,0,4.532,0,0,0,0,0.314,0,0,0,53.5,"West"
"01051045","Hellschen-Heringsand-Unterschaar",128,78,76,42,14,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,55.263,18.421,6.579,5.263,6.579,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,6.579,0,0,0,0,0,0,0,0,60.9,"West"
"01051046","Helse",710,406,400,154,150,19,23,19,0,5,5,2,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,38.5,37.5,4.75,5.75,4.75,0,1.25,1.25,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,4.25,0,0,0,0,1,0,0,0,57.2,"West"
"01051047","Hemme",412,259,252,135,71,12,15,7,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,53.571,28.175,4.762,5.952,2.778,0,0.794,0.794,0.794,0,0,0,0,0.794,0,0,0,0,0,0,0,1.587,0,0,0,0,0,0,0,0,62.9,"West"
"01051048","Hemmingstedt",2311,1446,1436,571,556,64,71,62,0,26,6,9,0,0,0,0,5,0,0,0,0,1,0,0,54,0,0,0,0,11,0,0,0,39.763,38.719,4.457,4.944,4.318,0,1.811,0.418,0.627,0,0,0,0,0.348,0,0,0,0,0.07,0,0,3.76,0,0,0,0,0.766,0,0,0,62.6,"West"
"01051049","Hennstedt",1566,950,934,426,250,91,44,50,0,12,8,4,0,0,0,0,2,0,0,0,0,1,0,0,37,0,0,0,0,9,0,0,0,45.61,26.767,9.743,4.711,5.353,0,1.285,0.857,0.428,0,0,0,0,0.214,0,0,0,0,0.107,0,0,3.961,0,0,0,0,0.964,0,0,0,60.7,"West"
"01051050","Hillgroven",57,37,36,22,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,61.111,11.111,5.556,11.111,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,64.9,"West"
"01051051","Hochdonn",967,589,579,241,164,37,28,41,0,17,11,10,0,0,0,0,1,0,0,0,0,1,0,0,25,0,0,0,0,3,0,0,0,41.623,28.325,6.39,4.836,7.081,0,2.936,1.9,1.727,0,0,0,0,0.173,0,0,0,0,0.173,0,0,4.318,0,0,0,0,0.518,0,0,0,60.9,"West"
"01051052","Hövede",52,37,37,22,4,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,59.459,10.811,8.108,0,8.108,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,10.811,0,0,0,0,0,0,0,0,71.2,"West"
"01051053","Hollingstedt",244,142,141,79,31,6,7,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,56.028,21.986,4.255,4.965,7.092,0,2.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.837,0,0,0,0,0,0,0,0,58.2,"West"
"01051054","Immenstedt",80,59,58,33,14,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,56.897,24.138,10.345,0,1.724,0,0,0,3.448,0,0,0,0,0,0,0,0,0,0,0,0,3.448,0,0,0,0,0,0,0,0,73.8,"West"
"01051057","Kaiser-Wilhelm-Koog",262,173,167,80,37,15,9,9,0,4,2,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,47.904,22.156,8.982,5.389,5.389,0,2.395,1.198,1.198,0,0,0,0,1.796,0,0,0,0,0,0,0,2.395,0,0,0,0,1.198,0,0,0,66,"West"
"01051058","Karolinenkoog",105,65,62,33,15,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.226,24.194,12.903,0,6.452,0,1.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613,0,0,0,0,0,0,0,0,61.9,"West"
"01051060","Kleve",354,241,239,112,63,17,11,17,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,46.862,26.36,7.113,4.603,7.113,0,1.674,1.674,0.418,0,0,0,0,0.418,0,0,0,0,0,0,0,2.51,0,0,0,0,1.255,0,0,0,68.1,"West"
"01051061","Krempel",498,303,298,104,125,13,17,13,0,11,4,2,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,34.899,41.946,4.362,5.705,4.362,0,3.691,1.342,0.671,0,0,0,0,0.336,0,0,0,0,0,0,0,2.685,0,0,0,0,0,0,0,0,60.8,"West"
"01051062","Kronprinzenkoog",663,470,467,203,162,21,29,20,0,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,43.469,34.69,4.497,6.21,4.283,0,2.355,0.214,0.428,0,0,0,0,0.214,0,0,0,0,0,0,0,2.998,0,0,0,0,0.642,0,0,0,70.9,"West"
"01051063","Krumstedt",412,270,269,135,83,10,8,18,0,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,50.186,30.855,3.717,2.974,6.691,0,1.859,0,0.372,0,0,0,0,0.372,0,0,0,0,0.372,0,0,1.859,0,0,0,0,0.743,0,0,0,65.5,"West"
"01051064","Kuden",491,316,314,141,85,20,14,14,0,14,6,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,6,0,0,0,44.904,27.07,6.369,4.459,4.459,0,4.459,1.911,0.318,0,0,0,0,0,0,0,0,0,0.318,0,0,3.822,0,0,0,0,1.911,0,0,0,64.4,"West"
"01051065","Lehe",894,509,501,209,189,31,19,15,0,16,3,3,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,41.717,37.725,6.188,3.792,2.994,0,3.194,0.599,0.599,0,0,0,0,0.2,0,0,0,0,0,0,0,2.794,0,0,0,0,0.2,0,0,0,56.9,"West"
"01051067","Lieth",344,213,211,92,74,13,11,7,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,43.602,35.071,6.161,5.213,3.318,0,0.474,0.948,0.474,0,0,0,0,0.474,0,0,0,0,0,0,0,3.318,0,0,0,0,0.948,0,0,0,61.9,"West"
"01051068","Linden",695,444,438,233,103,29,12,24,0,11,6,3,0,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,0,4,0,0,0,53.196,23.516,6.621,2.74,5.479,0,2.511,1.37,0.685,0,0,0,0,0.228,0,0,0,0,0.228,0,0,2.511,0,0,0,0,0.913,0,0,0,63.9,"West"
"01051069","Lohe-Rickelshof",1706,1153,1142,465,406,55,47,90,0,16,7,3,0,0,0,0,2,0,0,0,0,1,0,0,44,0,0,0,0,6,0,0,0,40.718,35.552,4.816,4.116,7.881,0,1.401,0.613,0.263,0,0,0,0,0.175,0,0,0,0,0.088,0,0,3.853,0,0,0,0,0.525,0,0,0,67.6,"West"
"01051071","Lunden",1347,652,640,206,285,21,43,25,0,21,5,10,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,32.188,44.531,3.281,6.719,3.906,0,3.281,0.781,1.562,0,0,0,0,0.312,0,0,0,0,0,0,0,2.812,0,0,0,0,0.625,0,0,0,48.4,"West"
"01051072","Marne",4635,2607,2564,1037,859,158,132,153,0,49,23,15,0,0,0,0,15,0,0,0,0,1,0,0,111,0,0,0,0,11,0,0,0,40.445,33.502,6.162,5.148,5.967,0,1.911,0.897,0.585,0,0,0,0,0.585,0,0,0,0,0.039,0,0,4.329,0,0,0,0,0.429,0,0,0,56.2,"West"
"01051073","Marnerdeich",313,173,172,58,67,12,12,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,33.721,38.953,6.977,6.977,8.14,0,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744,0,0,0,0,1.163,0,0,0,55.3,"West"
"01051074","Meldorf",5878,3342,3312,1189,1094,200,249,306,0,88,17,14,0,0,0,0,10,0,0,0,0,2,0,0,126,0,0,0,0,17,0,0,0,35.9,33.031,6.039,7.518,9.239,0,2.657,0.513,0.423,0,0,0,0,0.302,0,0,0,0,0.06,0,0,3.804,0,0,0,0,0.513,0,0,0,56.9,"West"
"01051075","Neuenkirchen",798,487,481,199,181,21,18,18,0,13,5,4,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,41.372,37.63,4.366,3.742,3.742,0,2.703,1.04,0.832,0,0,0,0,0.416,0,0,0,0,0,0,0,4.158,0,0,0,0,0,0,0,0,61,"West"
"01051076","Neufeld",506,321,318,145,104,21,14,15,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,45.597,32.704,6.604,4.403,4.717,0,1.258,0,0.629,0,0,0,0,0.314,0,0,0,0,0,0,0,2.516,0,0,0,0,1.258,0,0,0,63.4,"West"
"01051077","Neufelderkoog",93,69,69,47,5,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,68.116,7.246,11.594,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.797,0,0,0,0,2.899,0,0,0,74.2,"West"
"01051078","Nindorf",936,633,620,262,186,43,32,48,0,5,5,6,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,42.258,30,6.935,5.161,7.742,0,0.806,0.806,0.968,0,0,0,0,0.484,0,0,0,0,0,0,0,4.032,0,0,0,0,0.806,0,0,0,67.6,"West"
"01051079","Norddeich",333,207,201,77,78,13,9,12,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,38.308,38.806,6.468,4.478,5.97,0,1.493,0.995,0.498,0,0,0,0,0,0,0,0,0,0,0,0,2.488,0,0,0,0,0.498,0,0,0,62.2,"West"
"01051080","Norderheistedt",112,83,81,39,20,3,8,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.148,24.691,3.704,9.877,4.938,0,3.704,2.469,1.235,0,0,0,0,0,0,0,0,0,0,0,0,1.235,0,0,0,0,0,0,0,0,74.1,"West"
"01051081","Norderwöhrden",243,152,152,87,37,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,57.237,24.342,8.553,3.947,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289,0,0,0,0,0,0,0,0,62.6,"West"
"01051082","Nordhastedt",2168,1480,1460,642,467,76,72,97,0,28,3,8,0,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,0,11,0,0,0,43.973,31.986,5.205,4.932,6.644,0,1.918,0.205,0.548,0,0,0,0,0.068,0,0,0,0,0,0,0,3.767,0,0,0,0,0.753,0,0,0,68.3,"West"
"01051083","Odderade",253,177,176,88,56,13,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,50,31.818,7.386,2.841,3.977,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.841,0,0,0,0,0.568,0,0,0,70,"West"
"01051084","Oesterdeichstrich",188,112,111,53,34,10,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,47.748,30.631,9.009,2.703,2.703,0,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.306,0,0,0,0,0,0,0,0,59.6,"West"
"01051085","Offenbüttel",214,148,145,98,16,10,4,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,67.586,11.034,6.897,2.759,6.897,0,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,3.448,0,0,0,0,0,0,0,0,69.2,"West"
"01051086","Osterrade",334,216,213,115,56,5,8,15,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,53.991,26.291,2.347,3.756,7.042,0,1.408,1.408,0.469,0,0,0,0,0,0,0,0,0,0,0,0,2.817,0,0,0,0,0.469,0,0,0,64.7,"West"
"01051087","Ostrohe",794,494,488,201,140,37,17,41,0,5,3,2,0,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,15,0,0,0,41.189,28.689,7.582,3.484,8.402,0,1.025,0.615,0.41,0,0,0,0,0.41,0,0,0,0,0,0,0,5.123,0,0,0,0,3.074,0,0,0,62.2,"West"
"01051088","Pahlen",906,556,551,294,138,27,21,30,0,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,53.358,25.045,4.9,3.811,5.445,0,1.815,1.27,0.544,0,0,0,0,0,0,0,0,0,0,0,0,3.267,0,0,0,0,0.544,0,0,0,61.4,"West"
"01051089","Quickborn",157,106,105,53,20,5,5,11,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,50.476,19.048,4.762,4.762,10.476,0,3.81,0,0.952,0,0,0,0,0,0,0,0,0,0,0,0,5.714,0,0,0,0,0,0,0,0,67.5,"West"
"01051090","Ramhusen",125,80,77,42,16,5,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,54.545,20.779,6.494,3.896,2.597,0,2.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.792,0,0,0,0,1.299,0,0,0,64,"West"
