"AGS","Name","Wahlberechtigte","Wähler","Gültige","CDU","SPD","FDP","DIE.LINKE","GRÜNE","CSU","PIRATEN","NPD","Tierschutzpartei","REP","ÖDP","FAMILIE","Bündnis.21.RRP","RENTNER","BP","PBC","BüSo","DIE.VIOLETTEN","MLPD","Volksabstimmung","PSG","AfD","BIG","pro.Deutschland","DIE.RECHTE","DIE.FRAUEN","FREIE.WÄHLER","Partei.der.Nichtwähler","PARTEI.DER.VERNUNFT","Die.PARTEI","CDU_rel","SPD_rel","FDP_rel","DIE.LINKE_rel","GRÜNE_rel","CSU_rel","PIRATEN_rel","NPD_rel","Tierschutzpartei_rel","REP_rel","ÖDP_rel","FAMILIE_rel","Bündnis.21.RRP_rel","RENTNER_rel","BP_rel","PBC_rel","BüSo_rel","DIE.VIOLETTEN_rel","MLPD_rel","Volksabstimmung_rel","PSG_rel","AfD_rel","BIG_rel","pro.Deutschland_rel","DIE.RECHTE_rel","DIE.FRAUEN_rel","FREIE.WÄHLER_rel","Partei.der.Nichtwähler_rel","PARTEI.DER.VERNUNFT_rel","Die.PARTEI_rel","Wahlbeteiligung","ost_west"
"07137226","Vallendar",6671,3448,3398,1678,795,242,127,253,0,37,20,0,4,3,0,0,0,0,0,0,0,1,0,0,199,0,4,0,0,26,0,9,0,49.382,23.396,7.122,3.737,7.446,0,1.089,0.589,0,0.118,0.088,0,0,0,0,0,0,0,0.029,0,0,5.856,0,0.118,0,0,0.765,0,0.265,0,51.7,"West"
"07137227","Waldesch",1913,1026,1018,523,218,57,39,72,0,15,15,0,2,4,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,17,0,0,0,51.375,21.415,5.599,3.831,7.073,0,1.473,1.473,0,0.196,0.393,0,0,0,0,0,0,0,0,0,0,5.501,0,0,0,0,1.67,0,0,0,53.6,"West"
"07137228","Weißenthurm",5751,2277,2216,1034,652,76,119,91,0,51,28,0,7,2,0,0,0,0,0,0,0,0,0,0,122,0,8,0,0,20,0,6,0,46.661,29.422,3.43,5.37,4.106,0,2.301,1.264,0,0.316,0.09,0,0,0,0,0,0,0,0,0,0,5.505,0,0.361,0,0,0.903,0,0.271,0,39.6,"West"
"07137229","Weitersburg",1895,1111,1092,511,287,59,52,55,0,21,3,0,4,1,0,0,0,0,0,0,0,0,0,0,69,0,4,0,0,24,0,2,0,46.795,26.282,5.403,4.762,5.037,0,1.923,0.275,0,0.366,0.092,0,0,0,0,0,0,0,0,0,0,6.319,0,0.366,0,0,2.198,0,0.183,0,58.6,"West"
"07137230","Winningen",2045,1189,1172,552,285,103,46,85,0,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,12,0,4,0,47.099,24.317,8.788,3.925,7.253,0,1.706,0.256,0,0,0.085,0,0,0,0,0,0,0,0,0,0,5.119,0,0.085,0,0,1.024,0,0.341,0,58.1,"West"
"07137231","Wolken",870,529,520,259,152,30,14,22,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,5,0,0,0,49.808,29.231,5.769,2.692,4.231,0,0.769,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,5.192,0,0.577,0,0,0.962,0,0,0,60.8,"West"
"07137501","Münstermaifeld",2760,1488,1467,691,357,77,85,92,0,28,8,0,1,38,0,0,0,0,0,0,0,0,0,0,72,0,6,0,0,7,0,5,0,47.103,24.335,5.249,5.794,6.271,0,1.909,0.545,0,0.068,2.59,0,0,0,0,0,0,0,0,0,0,4.908,0,0.409,0,0,0.477,0,0.341,0,53.9,"West"
"07137504","Lehmen",1092,562,551,286,113,22,28,43,0,17,7,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,0,1,0,51.906,20.508,3.993,5.082,7.804,0,3.085,1.27,0,0,0.181,0,0,0,0,0,0,0,0,0,0,5.445,0,0,0,0,0.544,0,0.181,0,51.5,"West"
"07138002","Anhausen",1060,594,582,223,182,26,37,55,0,20,4,0,1,1,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,6,0,2,0,38.316,31.271,4.467,6.357,9.45,0,3.436,0.687,0,0.172,0.172,0,0,0,0,0,0,0,0,0,0,4.124,0,0.172,0,0,1.031,0,0.344,0,56,"West"
"07138003","Asbach",5438,2730,2696,1329,610,128,143,177,0,57,29,0,5,4,0,0,0,0,0,0,0,0,0,0,177,0,9,0,0,25,0,3,0,49.295,22.626,4.748,5.304,6.565,0,2.114,1.076,0,0.185,0.148,0,0,0,0,0,0,0,0,0,0,6.565,0,0.334,0,0,0.927,0,0.111,0,50.2,"West"
"07138004","Bad Hönningen",4289,1862,1831,822,598,66,86,90,0,43,11,0,2,1,0,0,0,0,0,0,0,0,0,0,96,0,3,0,0,10,0,3,0,44.894,32.66,3.605,4.697,4.915,0,2.348,0.601,0,0.109,0.055,0,0,0,0,0,0,0,0,0,0,5.243,0,0.164,0,0,0.546,0,0.164,0,43.4,"West"
"07138005","Bonefeld",738,466,455,194,155,22,20,25,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,0,0,42.637,34.066,4.835,4.396,5.495,0,1.978,0.22,0,0.44,0,0,0,0,0,0,0,0,0,0,0,5.495,0,0,0,0,0.44,0,0,0,63.1,"West"
"07138006","Breitscheid",1670,922,915,452,226,30,52,57,0,26,12,0,0,2,0,0,0,0,0,0,0,1,0,0,38,0,5,0,0,12,0,2,0,49.399,24.699,3.279,5.683,6.23,0,2.842,1.311,0,0,0.219,0,0,0,0,0,0,0,0.109,0,0,4.153,0,0.546,0,0,1.311,0,0.219,0,55.2,"West"
"07138007","Hausen",1421,732,724,369,192,24,34,41,0,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,4,0,0,9,0,0,0,50.967,26.519,3.315,4.696,5.663,0,1.243,1.105,0,0,0.138,0,0,0,0,0,0,0,0,0,0,4.558,0,0.552,0,0,1.243,0,0,0,51.5,"West"
"07138008","Bruchhausen",747,443,439,236,97,10,26,27,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,4,0,0,0,53.759,22.096,2.278,5.923,6.15,0,2.05,0.456,0,0,0.228,0,0,0,0,0,0,0,0,0,0,5.923,0,0.228,0,0,0.911,0,0,0,59.3,"West"
"07138009","Dattenberg",1231,601,594,278,157,27,23,44,0,13,5,0,0,2,0,0,0,0,0,0,0,2,0,0,35,0,3,0,0,4,0,1,0,46.801,26.431,4.545,3.872,7.407,0,2.189,0.842,0,0,0.337,0,0,0,0,0,0,0,0.337,0,0,5.892,0,0.505,0,0,0.673,0,0.168,0,48.8,"West"
"07138010","Datzeroth",179,133,129,58,38,3,3,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,3,0,0,0,44.961,29.457,2.326,2.326,6.977,0,0.775,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,7.752,0,1.55,0,0,2.326,0,0,0,74.3,"West"
"07138011","Dernbach",789,433,427,207,114,25,14,25,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,2,0,2,0,48.478,26.698,5.855,3.279,5.855,0,1.405,0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,6.557,0,0.468,0,0,0.468,0,0.468,0,54.9,"West"
"07138012","Dierdorf",4216,2017,1988,971,489,116,97,96,0,44,26,0,4,3,0,0,0,0,0,0,0,0,0,0,118,0,6,0,0,15,0,3,0,48.843,24.598,5.835,4.879,4.829,0,2.213,1.308,0,0.201,0.151,0,0,0,0,0,0,0,0,0,0,5.936,0,0.302,0,0,0.755,0,0.151,0,47.8,"West"
"07138013","Döttesfeld",491,258,249,102,71,3,27,19,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,4,0,0,0,40.964,28.514,1.205,10.843,7.631,0,1.606,0.803,0,0,0.402,0,0,0,0,0,0,0,0,0,0,6.024,0,0.402,0,0,1.606,0,0,0,52.5,"West"
"07138014","Dürrholz",905,456,453,164,171,17,25,28,0,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,2,0,2,0,36.203,37.748,3.753,5.519,6.181,0,1.987,1.987,0,0,0.221,0,0,0,0,0,0,0,0,0,0,5.298,0,0.221,0,0,0.442,0,0.442,0,50.4,"West"
"07138015","Ehlscheid",1091,520,515,230,137,23,20,35,0,19,4,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,6,0,2,0,44.66,26.602,4.466,3.883,6.796,0,3.689,0.777,0,0.194,0,0,0,0,0,0,0,0,0,0,0,7.379,0,0,0,0,1.165,0,0.388,0,47.7,"West"
"07138019","Erpel",1951,1059,1053,517,263,57,49,71,0,26,9,0,0,4,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,5,0,0,0,49.098,24.976,5.413,4.653,6.743,0,2.469,0.855,0,0,0.38,0,0,0,0,0,0,0,0,0,0,4.938,0,0,0,0,0.475,0,0,0,54.3,"West"
"07138023","Großmaischeid",1827,879,872,413,262,32,46,29,0,33,11,0,1,2,0,0,0,0,0,0,0,0,0,0,37,0,2,0,0,3,0,1,0,47.362,30.046,3.67,5.275,3.326,0,3.784,1.261,0,0.115,0.229,0,0,0,0,0,0,0,0,0,0,4.243,0,0.229,0,0,0.344,0,0.115,0,48.1,"West"
"07138024","Hammerstein",270,148,145,75,39,5,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,0,51.724,26.897,3.448,4.828,4.138,0,2.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.138,0,1.379,0,0,1.379,0,0,0,54.8,"West"
"07138025","Hanroth",486,258,257,142,62,7,16,3,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,5,0,0,0,55.253,24.125,2.724,6.226,1.167,0,3.113,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0.389,0,0,1.946,0,0,0,53.1,"West"
"07138026","Hardert",636,337,331,141,96,22,20,24,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,1,0,42.598,29.003,6.647,6.042,7.251,0,1.813,0.604,0,0,0,0,0,0,0,0,0,0,0,0,0,5.136,0,0,0,0,0.604,0,0.302,0,53,"West"
"07138027","Harschbach",328,186,184,79,51,10,6,8,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,2,0,0,0,42.935,27.717,5.435,3.261,4.348,0,2.717,0,0,0.543,0,0,0,0,0,0,0,0,0,0,0,11.413,0,0.543,0,0,1.087,0,0,0,56.7,"West"
"07138030","Hümmerich",589,339,335,135,112,19,11,16,0,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,0,0,40.299,33.433,5.672,3.284,4.776,0,1.791,2.09,0,0.299,0,0,0,0,0,0,0,0,0,0,0,7.164,0,0,0,0,1.194,0,0,0,57.6,"West"
"07138031","Isenburg",519,287,286,123,91,8,15,23,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,2,0,43.007,31.818,2.797,5.245,8.042,0,1.748,1.399,0,0,0,0,0,0,0,0,0,0,0,0,0,4.196,0,0,0,0,1.049,0,0.699,0,55.3,"West"
"07138034","Kleinmaischeid",1027,538,533,251,160,16,27,28,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,9,0,4,0,47.092,30.019,3.002,5.066,5.253,0,1.689,0.75,0,0,0.188,0,0,0,0,0,0,0,0,0,0,4.128,0,0.375,0,0,1.689,0,0.75,0,52.4,"West"
"07138036","Kurtscheid",772,499,493,277,100,17,12,29,0,10,4,0,1,4,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,6,0,0,0,56.187,20.284,3.448,2.434,5.882,0,2.028,0.811,0,0.203,0.811,0,0,0,0,0,0,0,0,0,0,6.491,0,0.203,0,0,1.217,0,0,0,64.6,"West"
"07138037","Leubsdorf",1290,680,673,381,125,38,27,40,0,19,3,0,0,2,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,9,0,1,0,56.612,18.574,5.646,4.012,5.944,0,2.823,0.446,0,0,0.297,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,1.337,0,0.149,0,52.7,"West"
"07138038","Leutesdorf",1455,775,759,350,228,13,49,48,0,14,7,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,3,0,2,0,46.113,30.04,1.713,6.456,6.324,0,1.845,0.922,0,0,0.132,0,0,0,0,0,0,0,0,0,0,5.797,0,0,0,0,0.395,0,0.264,0,53.3,"West"
"07138040","Linkenbach",391,247,243,90,93,7,16,12,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,1,0,37.037,38.272,2.881,6.584,4.938,0,3.292,0,0,0.412,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0.823,0,0.412,0,63.2,"West"
"07138041","Linz am Rhein",4541,1854,1828,815,510,77,109,157,0,32,10,0,2,0,0,0,0,0,0,0,0,0,0,0,96,0,3,0,0,13,0,4,0,44.584,27.899,4.212,5.963,8.589,0,1.751,0.547,0,0.109,0,0,0,0,0,0,0,0,0,0,0,5.252,0,0.164,0,0,0.711,0,0.219,0,40.8,"West"
"07138042","Meinborn",412,271,267,86,109,11,10,19,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0,1,0,32.21,40.824,4.12,3.745,7.116,0,2.996,0.749,0,0,0,0,0,0,0,0,0,0,0,0,0,5.993,0,0,0,0,1.873,0,0.375,0,65.8,"West"
"07138043","Melsbach",1659,865,850,350,258,39,53,58,0,16,11,0,0,3,0,0,0,0,0,0,0,1,0,0,52,0,0,0,0,7,0,2,0,41.176,30.353,4.588,6.235,6.824,0,1.882,1.294,0,0,0.353,0,0,0,0,0,0,0,0.118,0,0,6.118,0,0,0,0,0.824,0,0.235,0,52.1,"West"
"07138044","Neustadt",4935,2397,2374,1274,496,107,121,108,0,48,20,0,2,5,0,0,0,0,0,0,0,0,0,0,151,0,5,0,0,35,0,2,0,53.665,20.893,4.507,5.097,4.549,0,2.022,0.842,0,0.084,0.211,0,0,0,0,0,0,0,0,0,0,6.361,0,0.211,0,0,1.474,0,0.084,0,48.6,"West"
"07138045","Neuwied",48640,24221,23785,9755,7637,812,1659,1496,0,485,254,0,32,46,0,0,0,0,0,0,0,11,0,0,1295,0,39,0,0,219,0,45,0,41.013,32.108,3.414,6.975,6.29,0,2.039,1.068,0,0.135,0.193,0,0,0,0,0,0,0,0.046,0,0,5.445,0,0.164,0,0,0.921,0,0.189,0,49.8,"West"
"07138047","Niederbreitbach",1227,668,658,318,155,16,40,48,0,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,2,0,0,15,0,0,0,48.328,23.556,2.432,6.079,7.295,0,1.824,0.456,0,0,0.152,0,0,0,0,0,0,0,0,0,0,7.295,0,0.304,0,0,2.28,0,0,0,54.4,"West"
"07138048","Niederhofen",287,171,169,76,43,9,10,10,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,44.97,25.444,5.325,5.917,5.917,0,2.959,4.142,0,0,0,0,0,0,0,0,0,0,0,0,0,5.325,0,0,0,0,0,0,0,0,59.6,"West"
"07138050","Niederwambach",372,184,181,47,68,13,16,9,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,25.967,37.569,7.182,8.84,4.972,0,1.105,1.657,0,0,1.657,0,0,0,0,0,0,0,0,0,0,7.182,0,0,0,0,3.867,0,0,0,49.5,"West"
"07138052","Oberdreis",719,418,412,141,150,21,22,30,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,3,0,3,0,34.223,36.408,5.097,5.34,7.282,0,1.699,1.214,0,0.243,0,0,0,0,0,0,0,0,0,0,0,7.039,0,0,0,0,0.728,0,0.728,0,58.1,"West"
"07138053","Oberhonnefeld-Gierend",751,378,377,161,125,14,19,15,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,1,0,0,8,0,0,0,42.706,33.156,3.714,5.04,3.979,0,1.326,0.531,0,0,0,0,0,0,0,0,0,0,0.265,0,0,6.897,0,0.265,0,0,2.122,0,0,0,50.3,"West"
"07138054","Oberraden",489,266,263,103,88,16,12,23,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,6,0,0,0,39.163,33.46,6.084,4.563,8.745,0,1.141,1.141,0,0,0.38,0,0,0,0,0,0,0,0,0,0,2.662,0,0.38,0,0,2.281,0,0,0,54.4,"West"
"07138055","Ockenfels",826,416,407,199,98,21,27,34,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,0,0,0,48.894,24.079,5.16,6.634,8.354,0,1.229,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,4.914,0,0.246,0,0,0.246,0,0,0,50.4,"West"
"07138057","Puderbach",1850,862,853,336,291,27,54,44,0,22,18,0,5,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,13,0,0,0,39.39,34.115,3.165,6.331,5.158,0,2.579,2.11,0,0.586,0.117,0,0,0,0,0,0,0,0,0,0,4.924,0,0,0,0,1.524,0,0,0,46.6,"West"
"07138058","Ratzert",193,134,134,42,43,7,11,13,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,1,0,31.343,32.09,5.224,8.209,9.701,0,3.731,0,0,0.746,0,0,0,0,0,0,0,0,0,0,0,6.716,0,0,0,0,1.493,0,0.746,0,69.4,"West"
"07138059","Raubach",1479,732,723,373,174,28,26,31,0,13,1,0,1,2,0,0,0,0,0,0,0,0,0,0,63,0,3,0,0,6,0,2,0,51.591,24.066,3.873,3.596,4.288,0,1.798,0.138,0,0.138,0.277,0,0,0,0,0,0,0,0,0,0,8.714,0,0.415,0,0,0.83,0,0.277,0,49.5,"West"
"07138061","Rengsdorf",2010,1001,985,411,316,72,30,76,0,17,4,0,5,0,0,0,0,0,0,0,0,0,0,0,42,0,2,0,0,9,0,1,0,41.726,32.081,7.31,3.046,7.716,0,1.726,0.406,0,0.508,0,0,0,0,0,0,0,0,0,0,0,4.264,0,0.203,0,0,0.914,0,0.102,0,49.8,"West"
"07138062","Rheinbreitbach",3355,1822,1805,784,487,133,74,180,0,41,13,0,1,6,0,0,0,0,0,0,0,0,0,0,74,0,1,0,0,11,0,0,0,43.435,26.981,7.368,4.1,9.972,0,2.271,0.72,0,0.055,0.332,0,0,0,0,0,0,0,0,0,0,4.1,0,0.055,0,0,0.609,0,0,0,54.3,"West"
"07138063","Rheinbrohl",3061,1311,1279,492,462,50,56,90,0,26,13,0,2,2,0,0,0,0,0,0,0,2,0,0,65,0,7,0,0,7,0,5,0,38.468,36.122,3.909,4.378,7.037,0,2.033,1.016,0,0.156,0.156,0,0,0,0,0,0,0,0.156,0,0,5.082,0,0.547,0,0,0.547,0,0.391,0,42.8,"West"
"07138064","Rodenbach bei Puderbach",535,303,298,116,90,11,28,11,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,3,0,0,0,38.926,30.201,3.691,9.396,3.691,0,2.013,2.013,0,0.336,0,0,0,0,0,0,0,0,0,0,0,8.389,0,0.336,0,0,1.007,0,0,0,56.6,"West"
"07138065","Roßbach",1190,708,701,385,154,21,36,46,0,10,2,0,0,1,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,9,0,0,0,54.922,21.969,2.996,5.136,6.562,0,1.427,0.285,0,0,0.143,0,0,0,0,0,0,0,0.143,0,0,5.136,0,0,0,0,1.284,0,0,0,59.5,"West"
"07138066","Rüscheid",612,383,377,148,135,23,15,19,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,39.257,35.809,6.101,3.979,5.04,0,2.918,0.796,0,0,0,0,0,0,0,0,0,0,0,0,0,5.836,0,0.265,0,0,0,0,0,0,62.6,"West"
"07138068","Sankt Katharinen",2628,1392,1374,675,308,72,77,78,0,32,18,0,2,3,0,0,0,0,0,0,0,0,0,0,87,0,2,0,0,18,0,2,0,49.127,22.416,5.24,5.604,5.677,0,2.329,1.31,0,0.146,0.218,0,0,0,0,0,0,0,0,0,0,6.332,0,0.146,0,0,1.31,0,0.146,0,53,"West"
"07138069","Stebach",259,158,158,66,52,5,14,7,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,41.772,32.911,3.165,8.861,4.43,0,2.532,1.266,0,0.633,0,0,0,0,0,0,0,0,0,0,0,1.899,0,1.266,0,0,0,0,1.266,0,61,"West"
"07138070","Steimel",974,507,500,193,130,14,61,22,0,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,3,0,0,9,0,1,0,38.6,26,2.8,12.2,4.4,0,2,2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0.6,0,0,1.8,0,0.2,0,52.1,"West"
"07138071","Straßenhaus",1452,794,783,313,248,39,51,48,0,15,7,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,12,0,4,0,39.974,31.673,4.981,6.513,6.13,0,1.916,0.894,0,0.128,0.128,0,0,0,0,0,0,0,0,0,0,5.492,0,0.128,0,0,1.533,0,0.511,0,54.7,"West"
"07138072","Thalhausen",541,337,332,130,119,14,19,17,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,1,0,39.157,35.843,4.217,5.723,5.12,0,1.506,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,4.819,0,0,0,0,3.012,0,0.301,0,62.3,"West"
"07138073","Unkel",3712,1888,1862,772,576,87,101,179,0,40,12,0,1,5,0,0,0,0,0,0,0,1,0,0,75,0,2,0,0,8,0,3,0,41.461,30.934,4.672,5.424,9.613,0,2.148,0.644,0,0.054,0.269,0,0,0,0,0,0,0,0.054,0,0,4.028,0,0.107,0,0,0.43,0,0.161,0,50.9,"West"
"07138074","Urbach",1168,640,625,287,198,19,23,32,0,13,6,0,2,3,0,0,0,0,0,0,0,0,0,0,31,0,2,0,0,8,0,1,0,45.92,31.68,3.04,3.68,5.12,0,2.08,0.96,0,0.32,0.48,0,0,0,0,0,0,0,0,0,0,4.96,0,0.32,0,0,1.28,0,0.16,0,54.8,"West"
"07138075","Vettelschoß",2696,1466,1450,733,307,78,91,79,0,25,11,0,1,1,0,0,0,0,0,0,0,0,0,0,107,0,7,0,0,9,0,1,0,50.552,21.172,5.379,6.276,5.448,0,1.724,0.759,0,0.069,0.069,0,0,0,0,0,0,0,0,0,0,7.379,0,0.483,0,0,0.621,0,0.069,0,54.4,"West"
"07138076","Waldbreitbach",1582,755,748,402,175,33,35,40,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,13,0,0,0,53.743,23.396,4.412,4.679,5.348,0,1.07,0.668,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0.401,0,0,1.738,0,0,0,47.7,"West"
"07138077","Windhagen",3346,1774,1761,875,408,88,84,129,0,32,14,0,4,3,0,0,0,0,0,0,0,0,0,0,116,0,1,0,0,5,0,2,0,49.688,23.169,4.997,4.77,7.325,0,1.817,0.795,0,0.227,0.17,0,0,0,0,0,0,0,0,0,0,6.587,0,0.057,0,0,0.284,0,0.114,0,53,"West"
"07138078","Woldert",443,238,235,99,71,22,12,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,42.128,30.213,9.362,5.106,2.128,0,0.851,0.426,0,0,0.426,0,0,0,0,0,0,0,0,0,0,7.234,0,0,0,0,2.128,0,0,0,53.7,"West"
"07138080","Buchholz",3483,1961,1928,937,489,70,115,121,0,42,22,0,0,5,0,0,0,0,0,0,0,3,0,0,99,0,7,0,0,14,0,4,0,48.6,25.363,3.631,5.965,6.276,0,2.178,1.141,0,0,0.259,0,0,0,0,0,0,0,0.156,0,0,5.135,0,0.363,0,0,0.726,0,0.207,0,56.3,"West"
"07138201","Marienhausen",407,244,241,126,60,17,11,6,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,52.282,24.896,7.054,4.564,2.49,0,1.66,0.415,0,0.83,0,0,0,0,0,0,0,0,0,0,0,5.809,0,0,0,0,0,0,0,0,60,"West"
"07138501","Kasbach-Ohlenberg",1053,550,543,283,114,22,30,31,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,8,0,2,0,52.118,20.994,4.052,5.525,5.709,0,1.473,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,8.103,0,0,0,0,1.473,0,0.368,0,52.2,"West"
"07140001","Alterkülz",333,234,231,66,87,22,22,16,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,1,0,28.571,37.662,9.524,9.524,6.926,0,1.732,0.866,0,0,0,0,0,0,0,0,0,0,0,0,0,3.896,0,0,0,0,0.866,0,0.433,0,70.3,"West"
"07140002","Altweidelbach",210,128,126,42,54,6,4,7,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,33.333,42.857,4.762,3.175,5.556,0,3.175,1.587,0,0,0,0,0,0,0,0,0,0,0.794,0,0,3.175,0,0,0,0,1.587,0,0,0,61,"West"
"07140003","Argenthal",1307,803,786,331,225,59,33,41,0,18,16,0,0,5,0,0,0,0,0,0,0,1,0,0,39,0,2,0,0,13,0,3,0,42.112,28.626,7.506,4.198,5.216,0,2.29,2.036,0,0,0.636,0,0,0,0,0,0,0,0.127,0,0,4.962,0,0.254,0,0,1.654,0,0.382,0,61.4,"West"
"07140005","Badenhard",118,87,85,34,28,3,3,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,40,32.941,3.529,3.529,8.235,0,0,4.706,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,0,0,0,1.176,0,0,0,73.7,"West"
"07140006","Bärenbach",337,193,186,64,65,9,14,10,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,2,0,0,0,34.409,34.946,4.839,7.527,5.376,0,2.151,2.688,0,1.075,0,0,0,0,0,0,0,0,0,0,0,4.839,0,1.075,0,0,1.075,0,0,0,57.3,"West"
"07140007","Belg",100,81,81,19,30,8,5,5,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,23.457,37.037,9.877,6.173,6.173,0,3.704,4.938,0,0,1.235,0,0,0,0,0,0,0,0,0,0,2.469,0,2.469,0,0,1.235,0,1.235,0,81,"West"
"07140008","Belgweiler",167,111,110,29,50,4,10,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,26.364,45.455,3.636,9.091,6.364,0,3.636,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,3.636,0,0,0,0,0.909,0,0,0,66.5,"West"
"07140009","Bell",1151,740,719,222,270,44,45,66,0,17,3,0,1,4,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,10,0,4,0,30.876,37.552,6.12,6.259,9.179,0,2.364,0.417,0,0.139,0.556,0,0,0,0,0,0,0,0,0,0,4.451,0,0.139,0,0,1.391,0,0.556,0,64.3,"West"
"07140010","Beltheim",1558,953,938,452,227,31,66,52,0,16,9,0,1,7,0,0,0,0,0,0,0,1,0,0,61,0,5,0,0,9,0,1,0,48.188,24.2,3.305,7.036,5.544,0,1.706,0.959,0,0.107,0.746,0,0,0,0,0,0,0,0.107,0,0,6.503,0,0.533,0,0,0.959,0,0.107,0,61.2,"West"
