"KRS","KRS_Name","Wahlberechtigte","Wähler","Gültige","SPD","CDU","CSU","GRÜNE","FDP","PDS","REP","GRAUE","Tierschutz","NPD","ödp","PBC","FRAUEN","BP","FAMILIE","CM","BüSo","HP","Violetten","AUFBRUCH","ZENTRUM","KPD","PRG","Schill","SPD_rel","CDU_rel","CSU_rel","GRÜNE_rel","FDP_rel","PDS_rel","REP_rel","GRAUE_rel","Tierschutz_rel","NPD_rel","ödp_rel","PBC_rel","FRAUEN_rel","BP_rel","FAMILIE_rel","CM_rel","BüSo_rel","HP_rel","Violetten_rel","AUFBRUCH_rel","ZENTRUM_rel","KPD_rel","PRG_rel","Schill_rel","Wahlbeteiligung","ost_west"
"03357","Rotenburg",123665,99786,99096,43329,38326,0,6769,7514,892,252,111,370,264,22,286,0,0,0,0,62,0,0,0,0,0,0,899,43.724,38.676,0,6.831,7.583,0.9,0.254,0.112,0.373,0.266,0.022,0.289,0,0,0,0,0.063,0,0,0,0,0,0,0.907,80.7,"West"
"03358","Heidekreis",107880,86065,85370,39272,31614,0,5097,5935,795,502,97,343,263,27,243,0,0,0,0,20,0,0,0,0,0,0,1162,46.002,37.032,0,5.97,6.952,0.931,0.588,0.114,0.402,0.308,0.032,0.285,0,0,0,0,0.023,0,0,0,0,0,0,1.361,79.8,"West"
"03359","Stade",148160,119153,118353,54424,41393,0,9219,8685,1231,162,198,404,523,37,154,0,0,0,0,24,0,0,0,0,0,0,1899,45.984,34.974,0,7.789,7.338,1.04,0.137,0.167,0.341,0.442,0.031,0.13,0,0,0,0,0.02,0,0,0,0,0,0,1.605,80.4,"West"
"03360","Uelzen",77506,62792,62160,29247,22168,0,4538,4175,685,158,103,219,163,22,120,0,0,0,0,13,0,0,0,0,0,0,549,47.051,35.663,0,7.301,6.717,1.102,0.254,0.166,0.352,0.262,0.035,0.193,0,0,0,0,0.021,0,0,0,0,0,0,0.883,81,"West"
"03361","Verden",101392,82508,81917,39640,25831,0,7417,6230,924,221,139,308,285,26,124,0,0,0,0,36,0,0,0,0,0,0,736,48.39,31.533,0,9.054,7.605,1.128,0.27,0.17,0.376,0.348,0.032,0.151,0,0,0,0,0.044,0,0,0,0,0,0,0.898,81.4,"West"
"03401","Delmenhorst",57417,44314,43907,22971,13401,0,2806,2961,506,170,164,156,110,10,30,0,0,0,0,7,0,0,0,0,0,0,615,52.317,30.521,0,6.391,6.744,1.152,0.387,0.374,0.355,0.251,0.023,0.068,0,0,0,0,0.016,0,0,0,0,0,0,1.401,77.2,"West"
"03402","Emden",38581,29650,29361,18754,5711,0,1983,1981,362,49,33,78,69,13,113,0,0,0,0,6,0,0,0,0,0,0,209,63.874,19.451,0,6.754,6.747,1.233,0.167,0.112,0.266,0.235,0.044,0.385,0,0,0,0,0.02,0,0,0,0,0,0,0.712,76.9,"West"
"03403","Oldenburg",119075,95194,94434,45699,23993,0,13601,7465,2011,109,158,329,207,30,108,0,0,0,0,17,0,0,0,0,0,0,707,48.393,25.407,0,14.403,7.905,2.13,0.115,0.167,0.348,0.219,0.032,0.114,0,0,0,0,0.018,0,0,0,0,0,0,0.749,79.9,"West"
"03404","Osnabrück",118616,94294,93106,40673,31381,0,10889,7829,1096,126,148,243,158,78,117,0,0,0,0,11,0,0,0,0,0,0,357,43.685,33.705,0,11.695,8.409,1.177,0.135,0.159,0.261,0.17,0.084,0.126,0,0,0,0,0.012,0,0,0,0,0,0,0.383,79.5,"West"
"03405","Wilhelmshaven",66299,51064,50552,26373,15631,0,2808,3628,640,334,77,266,102,20,36,0,0,0,0,15,0,0,0,0,0,0,622,52.17,30.921,0,5.555,7.177,1.266,0.661,0.152,0.526,0.202,0.04,0.071,0,0,0,0,0.03,0,0,0,0,0,0,1.23,77,"West"
"03451","Ammerland",86424,69233,68666,33160,21859,0,4859,6880,575,97,92,210,134,23,50,0,0,0,0,12,0,0,0,0,0,0,715,48.292,31.834,0,7.076,10.02,0.837,0.141,0.134,0.306,0.195,0.033,0.073,0,0,0,0,0.017,0,0,0,0,0,0,1.041,80.1,"West"
"03452","Aurich",145765,117202,116051,70975,29207,0,6098,6690,1029,340,139,443,253,23,201,0,0,0,0,14,0,0,0,0,0,0,639,61.158,25.167,0,5.255,5.765,0.887,0.293,0.12,0.382,0.218,0.02,0.173,0,0,0,0,0.012,0,0,0,0,0,0,0.551,80.4,"West"
"03453","Cloppenburg",109365,86610,85738,24991,50135,0,2715,6212,435,136,81,205,103,18,284,0,0,0,0,21,0,0,0,0,0,0,402,29.148,58.475,0,3.167,7.245,0.507,0.159,0.094,0.239,0.12,0.021,0.331,0,0,0,0,0.024,0,0,0,0,0,0,0.469,79.2,"West"
"03454","Emsland",225210,183977,182447,59306,100201,0,6742,13068,959,312,177,527,318,37,180,0,0,0,0,29,0,0,0,0,0,0,591,32.506,54.921,0,3.695,7.163,0.526,0.171,0.097,0.289,0.174,0.02,0.099,0,0,0,0,0.016,0,0,0,0,0,0,0.324,81.7,"West"
"03455","Friesland",79019,63449,62872,32946,17991,0,4029,5893,587,201,108,314,150,14,43,0,0,0,0,23,0,0,0,0,0,0,573,52.402,28.615,0,6.408,9.373,0.934,0.32,0.172,0.499,0.239,0.022,0.068,0,0,0,0,0.037,0,0,0,0,0,0,0.911,80.3,"West"
"03456","Grafschaft Bentheim",94531,77485,76970,34216,31834,0,3876,5430,492,112,66,218,144,47,207,0,0,0,0,12,0,0,0,0,0,0,316,44.454,41.359,0,5.036,7.055,0.639,0.146,0.086,0.283,0.187,0.061,0.269,0,0,0,0,0.016,0,0,0,0,0,0,0.411,82,"West"
"03457","Leer",123644,97421,96337,53504,28760,0,4968,6075,898,207,116,431,256,28,451,0,0,0,0,17,0,0,0,0,0,0,626,55.538,29.854,0,5.157,6.306,0.932,0.215,0.12,0.447,0.266,0.029,0.468,0,0,0,0,0.018,0,0,0,0,0,0,0.65,78.8,"West"
"03458","Oldenburg",93391,76257,75743,35409,24553,0,6030,7465,788,166,174,269,156,32,81,0,0,0,0,18,0,0,0,0,0,0,602,46.749,32.416,0,7.961,9.856,1.04,0.219,0.23,0.355,0.206,0.042,0.107,0,0,0,0,0.024,0,0,0,0,0,0,0.795,81.7,"West"
"03459","Osnabrück",263903,217858,216079,89877,91484,0,13423,16785,1458,377,246,742,451,86,336,0,0,0,0,23,0,0,0,0,0,0,791,41.595,42.338,0,6.212,7.768,0.675,0.174,0.114,0.343,0.209,0.04,0.155,0,0,0,0,0.011,0,0,0,0,0,0,0.366,82.6,"West"
"03460","Vechta",91024,74542,73940,19933,44524,0,2701,5539,367,168,77,204,122,21,42,0,0,0,0,10,0,0,0,0,0,0,232,26.958,60.216,0,3.653,7.491,0.496,0.227,0.104,0.276,0.165,0.028,0.057,0,0,0,0,0.014,0,0,0,0,0,0,0.314,81.9,"West"
"03461","Wesermarsch",71410,56035,55529,31640,14577,0,3528,4338,496,91,113,184,114,17,25,0,0,0,0,8,0,0,0,0,0,0,398,56.979,26.251,0,6.353,7.812,0.893,0.164,0.203,0.331,0.205,0.031,0.045,0,0,0,0,0.014,0,0,0,0,0,0,0.717,78.5,"West"
"03462","Wittmund",44193,34065,33736,17241,11506,0,1599,2506,295,97,40,125,64,8,33,0,0,0,0,5,0,0,0,0,0,0,217,51.106,34.106,0,4.74,7.428,0.874,0.288,0.119,0.371,0.19,0.024,0.098,0,0,0,0,0.015,0,0,0,0,0,0,0.643,77.1,"West"
"04011","Bremen",397289,316290,312855,149320,75983,0,50042,21307,7464,801,1583,0,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,4983,47.728,24.287,0,15.995,6.811,2.386,0.256,0.506,0,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,1.593,79.6,"West"
"04012","Bremerhaven",87204,65719,64769,34048,16791,0,6590,3999,979,139,371,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,52.568,25.924,0,10.175,6.174,1.512,0.215,0.573,0,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197,75.4,"West"
"05111","Düsseldorf",408471,325103,322359,126135,109582,0,38878,34955,5109,1131,1004,1181,545,74,287,291,0,555,62,133,103,98,0,103,0,0,2133,39.129,33.994,0,12.06,10.844,1.585,0.351,0.311,0.366,0.169,0.023,0.089,0.09,0,0.172,0.019,0.041,0.032,0.03,0,0.032,0,0,0.662,79.6,"West"
"05112","Duisburg",357760,273535,269352,150729,64746,0,21663,18036,4941,1730,768,1230,1079,69,210,239,0,676,120,39,34,63,0,89,0,0,2891,55.96,24.038,0,8.043,6.696,1.834,0.642,0.285,0.457,0.401,0.026,0.078,0.089,0,0.251,0.045,0.014,0.013,0.023,0,0.033,0,0,1.073,76.5,"West"
"05113","Essen",449896,350287,346554,170899,96878,0,35153,28324,5258,2009,876,1743,969,129,337,350,0,865,143,57,44,91,0,116,0,0,2313,49.314,27.955,0,10.144,8.173,1.517,0.58,0.253,0.503,0.28,0.037,0.097,0.101,0,0.25,0.041,0.016,0.013,0.026,0,0.033,0,0,0.667,77.9,"West"
"05114","Krefeld",167333,128679,127028,52673,44066,0,12240,13234,1621,326,443,552,231,36,92,110,0,326,59,16,6,36,0,32,0,0,929,41.466,34.69,0,9.636,10.418,1.276,0.257,0.349,0.435,0.182,0.028,0.072,0.087,0,0.257,0.046,0.013,0.005,0.028,0,0.025,0,0,0.731,76.9,"West"
"05116","Mönchengladbach",195672,145540,143906,54674,58708,0,11134,14263,1649,419,313,583,298,50,111,143,0,353,29,18,20,48,0,63,0,0,1030,37.993,40.796,0,7.737,9.911,1.146,0.291,0.218,0.405,0.207,0.035,0.077,0.099,0,0.245,0.02,0.013,0.014,0.033,0,0.044,0,0,0.716,74.4,"West"
"05117","Mülheim an der Ruhr",131446,107842,106822,54277,29673,0,9361,9903,1389,258,220,351,285,24,116,91,0,197,38,19,7,19,0,19,0,0,575,50.811,27.778,0,8.763,9.271,1.3,0.242,0.206,0.329,0.267,0.022,0.109,0.085,0,0.184,0.036,0.018,0.007,0.018,0,0.018,0,0,0.538,82,"West"
"05119","Oberhausen",162896,125812,124429,71204,29755,0,9436,8485,1900,473,300,524,547,55,71,124,0,259,32,11,13,36,0,40,0,0,1164,57.225,23.913,0,7.583,6.819,1.527,0.38,0.241,0.421,0.44,0.044,0.057,0.1,0,0.208,0.026,0.009,0.01,0.029,0,0.032,0,0,0.935,77.2,"West"
"05120","Remscheid",84345,65105,64388,27539,22100,0,4888,7194,875,300,183,299,178,26,99,46,0,160,11,9,1,12,0,15,0,0,450,42.77,34.323,0,7.591,11.173,1.359,0.466,0.284,0.464,0.276,0.04,0.154,0.071,0,0.248,0.017,0.014,0.002,0.019,0,0.023,0,0,0.699,77.2,"West"
"05122","Solingen",115071,90601,89679,36479,31029,0,7950,10357,1278,402,262,389,232,70,265,87,0,222,32,14,6,29,0,17,0,0,559,40.677,34.6,0,8.865,11.549,1.425,0.448,0.292,0.434,0.259,0.078,0.295,0.097,0,0.248,0.036,0.016,0.007,0.032,0,0.019,0,0,0.623,78.7,"West"
"05124","Wuppertal",258070,201138,198792,84420,60654,0,22426,21277,3907,1271,715,894,620,70,508,195,0,461,64,36,24,64,0,61,0,0,1125,42.466,30.511,0,11.281,10.703,1.965,0.639,0.36,0.45,0.312,0.035,0.256,0.098,0,0.232,0.032,0.018,0.012,0.032,0,0.031,0,0,0.566,77.9,"West"
"05154","Kleve",219163,175835,173973,64591,77039,0,10970,16502,1339,273,285,586,299,130,127,119,0,373,63,16,25,59,0,49,0,0,1128,37.127,44.282,0,6.306,9.485,0.77,0.157,0.164,0.337,0.172,0.075,0.073,0.068,0,0.214,0.036,0.009,0.014,0.034,0,0.028,0,0,0.648,80.2,"West"
"05158","Mettmann",375588,308603,306121,123292,112341,0,25468,34034,3485,997,842,1068,1142,108,503,289,0,643,122,58,36,81,0,103,0,0,1509,40.276,36.698,0,8.32,11.118,1.138,0.326,0.275,0.349,0.373,0.035,0.164,0.094,0,0.21,0.04,0.019,0.012,0.026,0,0.034,0,0,0.493,82.2,"West"
"05162","Rhein-Kreis Neuss",326640,267675,265838,96348,110651,0,19739,29916,2391,813,568,905,468,95,146,267,0,649,81,43,31,55,0,421,0,0,2251,36.243,41.623,0,7.425,11.253,0.899,0.306,0.214,0.34,0.176,0.036,0.055,0.1,0,0.244,0.03,0.016,0.012,0.021,0,0.158,0,0,0.847,81.9,"West"
"05166","Viersen",222874,179695,177862,66272,72409,0,13864,19617,1605,397,366,764,284,36,187,177,0,474,60,31,21,38,0,64,0,0,1196,37.26,40.711,0,7.795,11.029,0.902,0.223,0.206,0.43,0.16,0.02,0.105,0.1,0,0.266,0.034,0.017,0.012,0.021,0,0.036,0,0,0.672,80.6,"West"
"05170","Wesel",355154,289342,286392,142097,86268,0,22988,24798,2942,843,609,1034,629,83,178,292,0,706,89,32,21,65,0,77,0,0,2641,49.616,30.122,0,8.027,8.659,1.027,0.294,0.213,0.361,0.22,0.029,0.062,0.102,0,0.247,0.031,0.011,0.007,0.023,0,0.027,0,0,0.922,81.5,"West"
"05314","Bonn",212477,176518,174638,56971,63860,0,27278,20198,2773,305,458,634,259,100,272,161,0,257,54,40,22,47,0,53,0,0,896,32.622,36.567,0,15.62,11.566,1.588,0.175,0.262,0.363,0.148,0.057,0.156,0.092,0,0.147,0.031,0.023,0.013,0.027,0,0.03,0,0,0.513,83.1,"West"
"05315","Köln",670457,515531,514091,214189,149066,0,84702,45992,9785,1984,1704,1402,1119,199,395,374,0,572,142,70,90,108,0,95,0,0,2103,41.664,28.996,0,16.476,8.946,1.903,0.386,0.331,0.273,0.218,0.039,0.077,0.073,0,0.111,0.028,0.014,0.018,0.021,0,0.018,0,0,0.409,76.9,"West"
"05316","Leverkusen",117587,93667,92737,41445,30792,0,8238,9071,1025,311,356,308,280,31,83,67,0,213,30,30,17,18,0,17,0,0,405,44.691,33.204,0,8.883,9.781,1.105,0.335,0.384,0.332,0.302,0.033,0.09,0.072,0,0.23,0.032,0.032,0.018,0.019,0,0.018,0,0,0.437,79.7,"West"
"05334","Städteregion Aachen",390362,314211,310773,127782,107797,0,34326,29652,3764,1378,493,1033,821,96,143,247,0,587,116,28,41,63,0,72,0,0,2334,41.117,34.687,0,11.045,9.541,1.211,0.443,0.159,0.332,0.264,0.031,0.046,0.079,0,0.189,0.037,0.009,0.013,0.02,0,0.023,0,0,0.751,80.5,"West"
"05358","Düren",196789,158285,156445,64104,62303,0,10499,14095,1404,437,517,679,322,49,157,156,0,329,77,13,19,44,0,38,0,0,1203,40.975,39.824,0,6.711,9.01,0.897,0.279,0.33,0.434,0.206,0.031,0.1,0.1,0,0.21,0.049,0.008,0.012,0.028,0,0.024,0,0,0.769,80.4,"West"
"05362","Rhein-Erft-Kreis",332422,271272,267969,115759,92578,0,22788,28311,2574,810,778,1135,579,78,107,258,0,548,83,30,28,65,0,59,0,0,1401,43.199,34.548,0,8.504,10.565,0.961,0.302,0.29,0.424,0.216,0.029,0.04,0.096,0,0.205,0.031,0.011,0.01,0.024,0,0.022,0,0,0.523,81.6,"West"
"05366","Euskirchen",144090,114767,113224,38321,50493,0,8106,12797,1025,394,200,452,215,42,104,119,0,307,63,29,15,40,0,40,0,0,462,33.845,44.596,0,7.159,11.302,0.905,0.348,0.177,0.399,0.19,0.037,0.092,0.105,0,0.271,0.056,0.026,0.013,0.035,0,0.035,0,0,0.408,79.6,"West"
"05370","Heinsberg",181929,145496,143389,51527,65188,0,8195,13656,1274,581,273,598,343,37,126,165,0,435,59,23,14,41,0,35,0,0,819,35.935,45.462,0,5.715,9.524,0.888,0.405,0.19,0.417,0.239,0.026,0.088,0.115,0,0.303,0.041,0.016,0.01,0.029,0,0.024,0,0,0.571,80,"West"
"05374","Oberbergischer Kreis",210055,170173,168358,64657,70286,0,11951,15696,1644,452,285,671,448,144,519,158,0,369,128,15,18,48,0,56,0,0,813,38.404,41.748,0,7.099,9.323,0.976,0.268,0.169,0.399,0.266,0.086,0.308,0.094,0,0.219,0.076,0.009,0.011,0.029,0,0.033,0,0,0.483,81,"West"
"05378","Rheinisch-Bergischer Kreis",210429,177441,175935,63857,66824,0,18709,20866,1895,440,331,636,326,137,354,155,0,333,69,73,12,37,0,30,0,0,851,36.296,37.982,0,10.634,11.86,1.077,0.25,0.188,0.361,0.185,0.078,0.201,0.088,0,0.189,0.039,0.041,0.007,0.021,0,0.017,0,0,0.484,84.3,"West"
"05382","Rhein-Sieg-Kreis",424822,352032,349110,122198,141975,0,33587,40917,3251,622,727,1287,1215,139,534,251,0,652,105,50,43,75,0,105,0,0,1377,35.003,40.668,0,9.621,11.72,0.931,0.178,0.208,0.369,0.348,0.04,0.153,0.072,0,0.187,0.03,0.014,0.012,0.021,0,0.03,0,0,0.394,82.9,"West"
"05512","Bottrop",91610,73558,72753,40444,19709,0,4520,4781,879,492,101,243,171,255,39,55,0,136,12,16,5,15,0,18,0,0,862,55.591,27.09,0,6.213,6.572,1.208,0.676,0.139,0.334,0.235,0.351,0.054,0.076,0,0.187,0.016,0.022,0.007,0.021,0,0.025,0,0,1.185,80.3,"West"
"05513","Gelsenkirchen",198882,149110,147152,83125,35256,0,10423,10148,2094,1807,346,760,392,35,142,173,0,380,64,20,15,33,0,44,0,0,1895,56.489,23.959,0,7.083,6.896,1.423,1.228,0.235,0.516,0.266,0.024,0.096,0.118,0,0.258,0.043,0.014,0.01,0.022,0,0.03,0,0,1.288,75,"West"
"05515","Münster",200908,169832,168562,61055,57750,0,26228,19002,2359,197,275,356,231,204,65,115,0,201,36,14,21,42,0,53,0,0,358,36.221,34.26,0,15.56,11.273,1.399,0.117,0.163,0.211,0.137,0.121,0.039,0.068,0,0.119,0.021,0.008,0.012,0.025,0,0.031,0,0,0.212,84.5,"West"
"05554","Borken",261126,214878,213121,72289,102029,0,12967,21039,1386,364,268,542,329,84,102,168,0,520,105,14,21,37,0,83,0,0,774,33.919,47.874,0,6.084,9.872,0.65,0.171,0.126,0.254,0.154,0.039,0.048,0.079,0,0.244,0.049,0.007,0.01,0.017,0,0.039,0,0,0.363,82.3,"West"
"05558","Coesfeld",162009,136839,135764,46448,60735,0,10645,14644,1001,278,172,373,223,121,40,117,0,285,48,14,8,32,0,53,0,0,527,34.212,44.736,0,7.841,10.786,0.737,0.205,0.127,0.275,0.164,0.089,0.029,0.086,0,0.21,0.035,0.01,0.006,0.024,0,0.039,0,0,0.388,84.5,"West"
"05562","Recklinghausen",491698,392777,388638,204511,111433,0,27465,29460,4477,1636,786,1484,1105,130,301,360,0,887,162,66,22,61,0,105,0,0,4187,52.622,28.673,0,7.067,7.58,1.152,0.421,0.202,0.382,0.284,0.033,0.077,0.093,0,0.228,0.042,0.017,0.006,0.016,0,0.027,0,0,1.077,79.9,"West"
"05566","Steinfurt",323380,268149,265476,110556,102717,0,19418,26661,2081,508,277,689,540,76,206,223,0,589,60,17,7,34,0,114,0,0,703,41.644,38.692,0,7.314,10.043,0.784,0.191,0.104,0.26,0.203,0.029,0.078,0.084,0,0.222,0.023,0.006,0.003,0.013,0,0.043,0,0,0.265,82.9,"West"
"05570","Warendorf",206718,172866,171023,65889,71269,0,11197,18098,1423,480,230,422,296,52,94,127,0,419,74,6,9,27,0,45,0,0,866,38.526,41.672,0,6.547,10.582,0.832,0.281,0.134,0.247,0.173,0.03,0.055,0.074,0,0.245,0.043,0.004,0.005,0.016,0,0.026,0,0,0.506,83.6,"West"
"05711","Bielefeld",235551,192682,190210,79127,60700,0,26691,14981,3471,536,345,708,504,67,617,155,0,374,119,22,13,40,0,35,0,0,1705,41.6,31.912,0,14.032,7.876,1.825,0.282,0.181,0.372,0.265,0.035,0.324,0.081,0,0.197,0.063,0.012,0.007,0.021,0,0.018,0,0,0.896,81.8,"West"
"05754","Gütersloh",252941,207209,205031,76366,85267,0,16893,19756,1790,521,252,560,504,289,390,167,0,462,96,41,15,26,0,40,0,0,1596,37.246,41.587,0,8.239,9.636,0.873,0.254,0.123,0.273,0.246,0.141,0.19,0.081,0,0.225,0.047,0.02,0.007,0.013,0,0.02,0,0,0.778,81.9,"West"
"05758","Herford",194733,158530,156414,70997,55071,0,11324,13342,1550,527,241,503,335,40,391,128,0,299,78,52,17,18,0,16,0,0,1485,45.39,35.208,0,7.24,8.53,0.991,0.337,0.154,0.322,0.214,0.026,0.25,0.082,0,0.191,0.05,0.033,0.011,0.012,0,0.01,0,0,0.949,81.4,"West"
"05762","Höxter",117460,97584,96456,30456,49990,0,4926,8147,640,311,109,225,213,151,131,53,0,413,48,3,3,6,0,20,0,0,611,31.575,51.827,0,5.107,8.446,0.664,0.322,0.113,0.233,0.221,0.157,0.136,0.055,0,0.428,0.05,0.003,0.003,0.006,0,0.021,0,0,0.633,83.1,"West"
"05766","Lippe",276121,228492,225552,101304,77034,0,17547,20206,2189,1238,286,775,450,110,1912,153,0,516,104,37,15,36,0,44,0,0,1596,44.914,34.154,0,7.78,8.958,0.971,0.549,0.127,0.344,0.2,0.049,0.848,0.068,0,0.229,0.046,0.016,0.007,0.016,0,0.02,0,0,0.708,82.8,"West"
"05770","Minden-Lübbecke",246772,198954,196212,87637,68854,0,13890,18076,1847,866,238,562,392,88,986,167,0,489,63,26,14,44,0,29,0,0,1944,44.664,35.092,0,7.079,9.212,0.941,0.441,0.121,0.286,0.2,0.045,0.503,0.085,0,0.249,0.032,0.013,0.007,0.022,0,0.015,0,0,0.991,80.6,"West"
"05774","Paderborn",213014,172727,170670,49709,89150,0,11227,14529,1404,452,172,418,203,81,196,150,0,622,101,6,11,31,0,48,0,0,2160,29.126,52.235,0,6.578,8.513,0.823,0.265,0.101,0.245,0.119,0.047,0.115,0.088,0,0.364,0.059,0.004,0.006,0.018,0,0.028,0,0,1.266,81.1,"West"
"05911","Bochum",289275,233251,230644,123158,57090,0,23827,16139,4086,909,600,1260,725,99,240,214,0,516,86,47,32,87,0,71,0,0,1458,53.397,24.752,0,10.331,6.997,1.772,0.394,0.26,0.546,0.314,0.043,0.104,0.093,0,0.224,0.037,0.02,0.014,0.038,0,0.031,0,0,0.632,80.6,"West"
"05913","Dortmund",427443,336666,335774,178300,83933,0,34696,24763,5806,1452,771,1081,1002,104,208,291,0,466,82,47,42,125,0,74,0,0,2531,53.101,24.997,0,10.333,7.375,1.729,0.432,0.23,0.322,0.298,0.031,0.062,0.087,0,0.139,0.024,0.014,0.013,0.037,0,0.022,0,0,0.754,78.8,"West"
"05914","Hagen",146415,111832,110595,54802,34291,0,7870,9057,1353,754,283,444,302,28,135,116,0,204,40,11,9,26,0,24,0,0,846,49.552,31.006,0,7.116,8.189,1.223,0.682,0.256,0.401,0.273,0.025,0.122,0.105,0,0.184,0.036,0.01,0.008,0.024,0,0.022,0,0,0.765,76.4,"West"
"05915","Hamm",129828,101330,100081,49863,32734,0,5997,8466,945,447,121,313,229,18,75,96,0,225,35,14,10,8,0,24,0,0,461,49.823,32.708,0,5.992,8.459,0.944,0.447,0.121,0.313,0.229,0.018,0.075,0.096,0,0.225,0.035,0.014,0.01,0.008,0,0.024,0,0,0.461,78,"West"
"05916","Herne",123025,94869,93682,54188,22171,0,6245,5769,1519,1120,210,442,299,16,210,108,0,218,27,15,6,26,0,14,0,0,1079,57.842,23.666,0,6.666,6.158,1.621,1.196,0.224,0.472,0.319,0.017,0.224,0.115,0,0.233,0.029,0.016,0.006,0.028,0,0.015,0,0,1.152,77.1,"West"
"05954","Ennepe-Ruhr-Kreis",266508,215167,210533,106283,59004,0,19089,18714,2521,613,439,1136,606,64,399,187,0,437,45,19,23,48,0,26,0,0,880,50.483,28.026,0,9.067,8.889,1.197,0.291,0.209,0.54,0.288,0.03,0.19,0.089,0,0.208,0.021,0.009,0.011,0.023,0,0.012,0,0,0.418,80.7,"West"
"05958","Hochsauerlandkreis",211185,173157,171780,59120,83372,0,8992,15511,1246,612,251,563,309,62,123,112,0,579,117,23,16,43,0,50,0,0,679,34.416,48.534,0,5.235,9.03,0.725,0.356,0.146,0.328,0.18,0.036,0.072,0.065,0,0.337,0.068,0.013,0.009,0.025,0,0.029,0,0,0.395,82,"West"
"05962","Märkischer Kreis",325182,255049,251991,108189,91966,0,15894,24537,2457,1374,446,904,1146,93,697,241,0,566,130,31,29,69,0,64,0,0,3158,42.934,36.496,0,6.307,9.737,0.975,0.545,0.177,0.359,0.455,0.037,0.277,0.096,0,0.225,0.052,0.012,0.012,0.027,0,0.025,0,0,1.253,78.4,"West"
"05966","Olpe",102888,84224,83381,26184,44194,0,4318,6699,506,281,87,218,146,32,56,63,0,184,41,6,7,11,0,31,0,0,317,31.403,53.002,0,5.179,8.034,0.607,0.337,0.104,0.261,0.175,0.038,0.067,0.076,0,0.221,0.049,0.007,0.008,0.013,0,0.037,0,0,0.38,81.9,"West"
"05970","Siegen-Wittgenstein",218988,177268,175405,73305,66870,0,12274,15569,1775,916,248,635,390,287,1214,107,0,320,112,15,24,26,0,25,0,0,1293,41.792,38.123,0,6.998,8.876,1.012,0.522,0.141,0.362,0.222,0.164,0.692,0.061,0,0.182,0.064,0.009,0.014,0.015,0,0.014,0,0,0.737,80.9,"West"
"05974","Soest",228436,184172,182059,70312,73152,0,13136,18903,1824,1581,340,595,301,63,140,182,0,468,180,22,15,37,0,63,0,0,745,38.62,40.18,0,7.215,10.383,1.002,0.868,0.187,0.327,0.165,0.035,0.077,0.1,0,0.257,0.099,0.012,0.008,0.02,0,0.035,0,0,0.409,80.6,"West"
"05978","Unna",315197,256054,253437,133332,72930,0,18448,19698,2714,1041,429,997,807,55,218,267,0,524,120,24,25,44,0,45,0,0,1719,52.61,28.776,0,7.279,7.772,1.071,0.411,0.169,0.393,0.318,0.022,0.086,0.105,0,0.207,0.047,0.009,0.01,0.017,0,0.018,0,0,0.678,81.2,"West"
"06411","Darmstadt",97323,77484,76097,28911,22748,0,15443,5800,1557,267,171,386,183,47,122,0,0,0,35,49,0,0,0,0,0,0,378,37.992,29.893,0,20.294,7.622,2.046,0.351,0.225,0.507,0.24,0.062,0.16,0,0,0,0.046,0.064,0,0,0,0,0,0,0.497,79.6,"West"
"06412","Frankfurt am Main",383726,295529,290574,99816,96219,0,53778,24463,7190,1817,675,2055,999,216,354,0,0,0,119,166,0,0,0,0,0,0,2707,34.351,33.113,0,18.508,8.419,2.474,0.625,0.232,0.707,0.344,0.074,0.122,0,0,0,0.041,0.057,0,0,0,0,0,0,0.932,77,"West"
"06413","Offenbach am Main",68061,50467,49447,18659,17962,0,6114,3708,1008,564,120,339,230,30,72,0,0,0,37,18,0,0,0,0,0,0,586,37.735,36.326,0,12.365,7.499,2.039,1.141,0.243,0.686,0.465,0.061,0.146,0,0,0,0.075,0.036,0,0,0,0,0,0,1.185,74.1,"West"
"06414","Wiesbaden",186838,143782,141365,52034,51054,0,19605,12233,2047,1375,266,653,256,102,248,0,0,0,85,171,0,0,0,0,0,0,1236,36.808,36.115,0,13.868,8.653,1.448,0.973,0.188,0.462,0.181,0.072,0.175,0,0,0,0.06,0.121,0,0,0,0,0,0,0.874,77,"West"
"06431","Bergstraße",196599,158915,155794,61830,61007,0,14374,12345,1434,1534,393,1172,368,96,371,0,0,0,119,58,0,0,0,0,0,0,693,39.687,39.159,0,9.226,7.924,0.92,0.985,0.252,0.752,0.236,0.062,0.238,0,0,0,0.076,0.037,0,0,0,0,0,0,0.445,80.8,"West"
"06432","Darmstadt-Dieburg",208098,171041,167715,69120,57859,0,20178,13800,2096,929,398,1163,626,117,443,0,0,0,159,49,0,0,0,0,0,0,778,41.213,34.498,0,12.031,8.228,1.25,0.554,0.237,0.693,0.373,0.07,0.264,0,0,0,0.095,0.029,0,0,0,0,0,0,0.464,82.2,"West"
