"KRS","KRS_Name","Einwohner","Wahlberechtigte","Wähler","Gültige","CDU","SPD","FDP","DIE.LINKE","GRÜNE","CSU","PIRATEN","NPD","Tierschutzpartei","REP","ÖDP","FAMILIE","Bündnis.21.RRP","RENTNER","BP","PBC","BüSo","DIE.VIOLETTEN","MLPD","Volksabstimmung","PSG","AfD","BIG","pro.Deutschland","DIE.RECHTE","DIE.FRAUEN","FREIE.WÄHLER","Partei.der.Nichtwähler","PARTEI.DER.VERNUNFT","Die.PARTEI","CDU_rel","SPD_rel","FDP_rel","DIE.LINKE_rel","GRÜNE_rel","CSU_rel","PIRATEN_rel","NPD_rel","Tierschutzpartei_rel","REP_rel","ÖDP_rel","FAMILIE_rel","Bündnis.21.RRP_rel","RENTNER_rel","BP_rel","PBC_rel","BüSo_rel","DIE.VIOLETTEN_rel","MLPD_rel","Volksabstimmung_rel","PSG_rel","AfD_rel","BIG_rel","pro.Deutschland_rel","DIE.RECHTE_rel","DIE.FRAUEN_rel","FREIE.WÄHLER_rel","Partei.der.Nichtwähler_rel","PARTEI.DER.VERNUNFT_rel","Die.PARTEI_rel","Wahlbeteiligung","ost_west"
"05754","Gütersloh","354463",262477,190633,188556,87417,53770,9253,9347,14915,0,3512,1435,0,155,406,0,172,0,0,0,23,0,20,257,47,6078,118,272,20,0,511,193,127,508,46.361,28.517,4.907,4.957,7.91,0,1.863,0.761,0,0.082,0.215,0,0.091,0,0,0,0.012,0,0.011,0.136,0.025,3.223,0.063,0.144,0.011,0,0.271,0.102,0.067,0.269,72.6284588744919,"West"
"05758","Herford","249219",193511,137647,136036,52974,48056,5609,7999,10359,0,2864,1086,0,180,167,0,63,0,0,0,28,0,34,231,23,4808,62,281,19,0,538,153,90,412,38.941,35.326,4.123,5.88,7.615,0,2.105,0.798,0,0.132,0.123,0,0.046,0,0,0,0.021,0,0.025,0.17,0.017,3.534,0.046,0.207,0.014,0,0.395,0.112,0.066,0.303,71.1313568737694,"West"
"05762","Höxter","142770",114147,84156,83050,42941,21246,4193,3716,4537,0,1501,687,0,50,276,0,36,0,0,0,9,0,10,111,16,3005,30,99,14,0,274,71,56,172,51.705,25.582,5.049,4.474,5.463,0,1.807,0.827,0,0.06,0.332,0,0.043,0,0,0,0.011,0,0.012,0.134,0.019,3.618,0.036,0.119,0.017,0,0.33,0.085,0.067,0.207,73.7259849141896,"West"
"05766","Lippe","345127",271671,197546,195142,76355,68044,8928,10547,14852,0,3850,1521,0,177,257,0,83,0,0,0,31,0,39,348,49,7298,121,365,34,0,1321,147,130,645,39.128,34.869,4.575,5.405,7.611,0,1.973,0.779,0,0.091,0.132,0,0.043,0,0,0,0.016,0,0.02,0.178,0.025,3.74,0.062,0.187,0.017,0,0.677,0.075,0.067,0.331,72.7151591447008,"West"
"05770","Minden-Lübbecke","309216",243969,171805,169950,69915,58034,7829,8524,12465,0,3379,1117,0,270,170,0,74,0,0,0,17,0,32,309,40,6194,44,295,31,0,481,163,108,459,41.139,34.148,4.607,5.016,7.335,0,1.988,0.657,0,0.159,0.1,0,0.044,0,0,0,0.01,0,0.019,0.182,0.024,3.645,0.026,0.174,0.018,0,0.283,0.096,0.064,0.27,70.4208321549049,"West"
"05774","Paderborn","299071",227078,161238,159403,81916,36911,8047,8423,11506,0,3368,1237,0,120,259,0,70,0,0,0,29,0,17,232,25,5756,113,216,23,0,455,173,113,394,51.389,23.156,5.048,5.284,7.218,0,2.113,0.776,0,0.075,0.162,0,0.044,0,0,0,0.018,0,0.011,0.146,0.016,3.611,0.071,0.136,0.014,0,0.285,0.109,0.071,0.247,71.0055575617189,"West"
"05911","Bochum","361876",279860,202344,199908,59659,79434,7227,15896,18334,0,5082,2722,0,263,318,0,107,0,0,0,42,0,240,356,55,7697,236,546,74,0,373,241,101,905,29.843,39.735,3.615,7.952,9.171,0,2.542,1.362,0,0.132,0.159,0,0.054,0,0,0,0.021,0,0.12,0.178,0.028,3.85,0.118,0.273,0.037,0,0.187,0.121,0.051,0.453,72.3018652183234,"West"
"05913","Dortmund","580511",420647,286534,283487,82316,111863,11246,22221,27155,0,7400,3788,0,317,297,0,217,0,0,0,48,0,225,601,65,11631,399,554,175,0,1046,290,259,1374,29.037,39.46,3.967,7.838,9.579,0,2.61,1.336,0,0.112,0.105,0,0.077,0,0,0,0.017,0,0.079,0.212,0.023,4.103,0.141,0.195,0.062,0,0.369,0.102,0.091,0.485,68.1174476461261,"West"
"05914","Hagen","186716",136908,91855,90703,31370,33795,3874,6410,5948,0,2013,1093,0,246,110,0,125,0,0,0,15,0,75,213,22,3948,99,584,13,0,197,117,76,360,34.585,37.259,4.271,7.067,6.558,0,2.219,1.205,0,0.271,0.121,0,0.138,0,0,0,0.017,0,0.083,0.235,0.024,4.353,0.109,0.644,0.014,0,0.217,0.129,0.084,0.397,67.0925000730417,"West"
"05915","Hamm","176580",128218,89383,88387,33474,33562,3424,5509,5226,0,1782,1027,0,182,48,0,33,0,0,0,8,0,22,151,20,2717,131,269,62,0,308,63,66,303,37.872,37.972,3.874,6.233,5.913,0,2.016,1.162,0,0.206,0.054,0,0.037,0,0,0,0.009,0,0.025,0.171,0.023,3.074,0.148,0.304,0.07,0,0.348,0.071,0.075,0.343,69.7117409412095,"West"
"05916","Herne","154608",115053,78613,77407,21938,34208,2163,6288,4608,0,1899,1419,0,346,75,0,51,0,0,0,18,0,103,156,21,3072,184,291,28,0,130,98,58,253,28.341,44.192,2.794,8.123,5.953,0,2.453,1.833,0,0.447,0.097,0,0.066,0,0,0,0.023,0,0.133,0.202,0.027,3.969,0.238,0.376,0.036,0,0.168,0.127,0.075,0.327,68.327640304903,"West"
"05954","Ennepe-Ruhr-Kreis","322916",257169,190077,187892,63986,70531,8707,11908,15929,0,4200,1759,0,216,236,0,128,0,0,0,24,0,177,314,48,7604,186,483,60,0,373,218,112,693,34.055,37.538,4.634,6.338,8.478,0,2.235,0.936,0,0.115,0.126,0,0.068,0,0,0,0.013,0,0.094,0.167,0.026,4.047,0.099,0.257,0.032,0,0.199,0.116,0.06,0.369,73.9113190159,"West"
"05958","Hochsauerlandkreis","261561",205948,151727,150046,74530,42054,7625,7055,7161,0,2940,1269,0,160,173,0,85,0,0,0,20,0,22,319,39,5140,43,278,22,0,533,131,88,359,49.671,28.027,5.082,4.702,4.773,0,1.959,0.846,0,0.107,0.115,0,0.057,0,0,0,0.013,0,0.015,0.213,0.026,3.426,0.029,0.185,0.015,0,0.355,0.087,0.059,0.239,73.6724804319537,"West"
"05962","Märkischer Kreis","413820",313028,218991,216517,89552,69679,10400,12629,12493,0,4765,2508,0,384,237,0,165,0,0,0,34,0,58,555,57,10273,208,471,37,0,695,266,166,885,41.36,32.182,4.803,5.833,5.77,0,2.201,1.158,0,0.177,0.109,0,0.076,0,0,0,0.016,0,0.027,0.256,0.026,4.745,0.096,0.218,0.017,0,0.321,0.123,0.077,0.409,69.9589174131388,"West"
"05966","Olpe","134759",103997,76675,75958,41421,18641,3725,2947,3204,0,1227,686,0,88,101,0,38,0,0,0,11,0,11,120,18,3000,56,121,10,0,199,62,44,228,54.531,24.541,4.904,3.88,4.218,0,1.615,0.903,0,0.116,0.133,0,0.05,0,0,0,0.014,0,0.014,0.158,0.024,3.95,0.074,0.159,0.013,0,0.262,0.082,0.058,0.3,73.7280883102397,"West"
"05970","Siegen-Wittgenstein","275909",215751,156569,154896,64307,49563,7327,8920,9937,0,2722,1759,0,269,286,0,55,0,0,0,22,0,41,312,35,7653,406,312,30,0,243,146,101,450,41.516,31.998,4.73,5.759,6.415,0,1.757,1.136,0,0.174,0.185,0,0.036,0,0,0,0.014,0,0.026,0.201,0.023,4.941,0.262,0.201,0.019,0,0.157,0.094,0.065,0.291,72.5693044296434,"West"
"05974","Soest","296742",232311,167911,166146,74380,50439,8218,8721,11565,0,3410,1321,0,180,204,0,86,0,0,0,32,0,25,333,52,5711,91,330,59,0,229,192,101,467,44.768,30.358,4.946,5.249,6.961,0,2.052,0.795,0,0.108,0.123,0,0.052,0,0,0,0.019,0,0.015,0.2,0.031,3.437,0.055,0.199,0.036,0,0.138,0.116,0.061,0.281,72.2785404048883,"West"
"05978","Unna","391774",309941,226074,223620,74304,90103,8579,14017,16331,0,4872,2542,0,238,200,0,126,0,0,0,53,0,99,456,44,8331,277,550,59,0,1257,207,166,809,33.228,40.293,3.836,6.268,7.303,0,2.179,1.137,0,0.106,0.089,0,0.056,0,0,0,0.024,0,0.044,0.204,0.02,3.726,0.124,0.246,0.026,0,0.562,0.093,0.074,0.362,72.9409790895687,"West"
"06411","Darmstadt","151879",104846,77881,76406,23789,20896,3859,6199,13613,0,2874,447,0,110,0,0,0,0,0,0,27,0,55,0,26,3575,0,47,0,0,347,0,0,542,31.135,27.349,5.051,8.113,17.817,0,3.761,0.585,0,0.144,0,0,0,0,0,0,0.035,0,0.072,0,0.034,4.679,0,0.062,0,0,0.454,0,0,0.709,74.2813268984987,"West"
"06412","Frankfurt am Main","717624",414972,293489,287901,97081,76466,20188,24462,41563,0,6543,1879,0,685,0,0,0,0,0,0,172,0,110,0,131,14652,0,258,0,0,1836,0,0,1875,33.72,26.56,7.012,8.497,14.437,0,2.273,0.653,0,0.238,0,0,0,0,0,0,0.06,0,0.038,0,0.046,5.089,0,0.09,0,0,0.638,0,0,0.651,70.7250127719461,"West"
"06413","Offenbach am Main","120988",66773,43785,42617,14271,11699,2168,3821,5312,0,1251,663,0,281,0,0,0,0,0,0,19,0,8,0,37,2402,0,70,0,0,354,0,0,261,33.487,27.451,5.087,8.966,12.465,0,2.935,1.556,0,0.659,0,0,0,0,0,0,0.045,0,0.019,0,0.087,5.636,0,0.164,0,0,0.831,0,0,0.612,65.5729112066254,"West"
"06414","Wiesbaden","275116",189698,132335,129683,50187,36041,8801,7668,15133,0,2531,865,0,352,0,0,0,0,0,0,151,0,52,0,38,6550,0,124,0,0,665,0,0,525,38.7,27.792,6.787,5.913,11.669,0,1.952,0.667,0,0.271,0,0,0,0,0,0,0.116,0,0.04,0,0.029,5.051,0,0.096,0,0,0.513,0,0,0.405,69.7608830878554,"West"
"06431","Bergstraße","263822",199685,148381,144559,61337,39838,7975,7025,12520,0,2951,1589,0,617,0,0,0,0,0,0,67,0,32,0,62,8134,0,182,0,0,1602,0,0,628,42.43,27.558,5.517,4.86,8.661,0,2.041,1.099,0,0.427,0,0,0,0,0,0,0.046,0,0.022,0,0.043,5.627,0,0.126,0,0,1.108,0,0,0.434,74.3075343666274,"West"
"06432","Darmstadt-Dieburg","287966",213250,162282,157822,60354,46391,8100,8872,17114,0,4176,1552,0,381,0,0,0,0,0,0,77,0,67,0,80,8670,0,221,0,0,1024,0,0,743,38.242,29.395,5.132,5.622,10.844,0,2.646,0.983,0,0.241,0,0,0,0,0,0,0.049,0,0.042,0,0.051,5.494,0,0.14,0,0,0.649,0,0,0.471,76.0994138335287,"West"
"06433","Groß-Gerau","260793",174002,127383,123689,45389,37781,5762,7693,13129,0,2989,1430,0,509,0,0,0,0,0,0,52,0,76,0,61,6939,0,200,0,0,1036,0,0,643,36.696,30.545,4.658,6.22,10.615,0,2.417,1.156,0,0.412,0,0,0,0,0,0,0.042,0,0.061,0,0.049,5.61,0,0.162,0,0,0.838,0,0,0.52,73.2077792209285,"West"
"06434","Hochtaunuskreis","230798",164977,130185,127680,56153,27994,11738,5594,12609,0,2075,701,0,423,0,0,0,0,0,0,39,0,15,0,32,9006,0,124,0,0,688,0,0,489,43.979,21.925,9.193,4.381,9.875,0,1.625,0.549,0,0.331,0,0,0,0,0,0,0.031,0,0.012,0,0.025,7.054,0,0.097,0,0,0.539,0,0,0.383,78.9109997151118,"West"
"06435","Main-Kinzig-Kreis","407619",300303,218728,212150,85862,59401,11075,12372,17961,0,4356,3355,0,1097,0,0,0,0,0,0,118,0,46,0,112,13059,0,338,0,0,1705,0,0,1293,40.472,28,5.22,5.832,8.466,0,2.053,1.581,0,0.517,0,0,0,0,0,0,0.056,0,0.022,0,0.053,6.156,0,0.159,0,0,0.804,0,0,0.609,72.8357692064348,"West"
"06436","Main-Taunus-Kreis","229976",165510,130247,127529,55420,29250,10134,5573,12914,0,2424,894,0,241,0,0,0,0,0,0,49,0,34,0,55,8825,0,138,0,0,1101,0,0,477,43.457,22.936,7.946,4.37,10.126,0,1.901,0.701,0,0.189,0,0,0,0,0,0,0.038,0,0.027,0,0.043,6.92,0,0.108,0,0,0.863,0,0,0.374,78.6943387106519,"West"
"06437","Odenwaldkreis","96082",72165,52738,50896,19374,15937,2438,3154,4210,0,1083,673,0,330,0,0,0,0,0,0,28,0,36,0,28,2943,0,60,0,0,363,0,0,239,38.066,31.313,4.79,6.197,8.272,0,2.128,1.322,0,0.648,0,0,0,0,0,0,0.055,0,0.071,0,0.055,5.782,0,0.118,0,0,0.713,0,0,0.47,73.0797478001801,"West"
"06438","Offenbach","341669",238993,179617,175041,74005,43948,11180,9484,16963,0,3785,1717,0,591,0,0,0,0,0,0,61,0,46,0,64,10437,0,269,0,0,1613,0,0,878,42.279,25.107,6.387,5.418,9.691,0,2.162,0.981,0,0.338,0,0,0,0,0,0,0.035,0,0.026,0,0.037,5.963,0,0.154,0,0,0.921,0,0,0.502,75.1557577000163,"West"
"06439","Rheingau-Taunus-Kreis","182117",138232,107320,104903,46154,26761,7099,4673,10020,0,1910,836,0,224,0,0,0,0,0,0,37,0,30,0,48,5951,0,116,0,0,646,0,0,398,43.997,25.51,6.767,4.455,9.552,0,1.821,0.797,0,0.214,0,0,0,0,0,0,0.035,0,0.029,0,0.046,5.673,0,0.111,0,0,0.616,0,0,0.379,77.6375947682158,"West"
"06440","Wetteraukreis","297369",224114,166073,161743,65501,44800,9239,8449,14519,0,3276,2939,0,259,0,0,0,0,0,0,132,0,30,0,82,9671,0,222,0,0,1832,0,0,792,40.497,27.698,5.712,5.224,8.977,0,2.025,1.817,0,0.16,0,0,0,0,0,0,0.082,0,0.019,0,0.051,5.979,0,0.137,0,0,1.133,0,0,0.49,74.102019507929,"West"
"06531","Gießen","259834",195638,143130,139734,53098,41316,6964,9322,14215,0,3055,1728,0,247,0,0,0,0,0,0,87,0,40,0,70,6918,0,176,0,0,1797,0,0,701,37.999,29.568,4.984,6.671,10.173,0,2.186,1.237,0,0.177,0,0,0,0,0,0,0.062,0,0.029,0,0.05,4.951,0,0.126,0,0,1.286,0,0,0.502,73.1606334147763,"West"
"06532","Lahn-Dill-Kreis","251440",192843,132923,129422,54660,38980,5653,6716,9262,0,2305,2085,0,262,0,0,0,0,0,0,57,0,35,0,57,7531,0,196,0,0,1107,0,0,516,42.234,30.119,4.368,5.189,7.156,0,1.781,1.611,0,0.202,0,0,0,0,0,0,0.044,0,0.027,0,0.044,5.819,0,0.151,0,0,0.855,0,0,0.399,68.9280917637664,"West"
"06533","Limburg-Weilburg","170385",130580,93067,90614,41292,24715,4602,4214,6159,0,1514,1072,0,168,0,0,0,0,0,0,36,0,16,0,33,5604,0,104,0,0,779,0,0,306,45.569,27.275,5.079,4.65,6.797,0,1.671,1.183,0,0.185,0,0,0,0,0,0,0.04,0,0.018,0,0.036,6.184,0,0.115,0,0,0.86,0,0,0.338,71.272017154235,"West"
"06534","Marburg-Biedenkopf","241598",184686,130945,127909,46993,42749,5111,8720,13443,0,2206,1034,0,313,0,0,0,0,0,0,47,0,26,0,62,5858,0,109,0,0,593,0,0,645,36.739,33.421,3.996,6.817,10.51,0,1.725,0.808,0,0.245,0,0,0,0,0,0,0.037,0,0.02,0,0.048,4.58,0,0.085,0,0,0.464,0,0,0.504,70.9014218728003,"West"
"06535","Vogelsbergkreis","105763",87084,63577,61605,24755,19108,3271,3336,4454,0,1064,992,0,132,0,0,0,0,0,0,34,0,24,0,35,3333,0,64,0,0,759,0,0,244,40.183,31.017,5.31,5.415,7.23,0,1.727,1.61,0,0.214,0,0,0,0,0,0,0.055,0,0.039,0,0.057,5.41,0,0.104,0,0,1.232,0,0,0.396,73.0065224381057,"West"
"06611","Kassel","194747",142558,97623,95327,28003,30040,3882,9883,14267,0,2538,662,0,96,0,0,0,0,0,0,31,0,130,0,43,4599,0,89,0,0,520,0,0,544,29.376,31.513,4.072,10.367,14.966,0,2.662,0.694,0,0.101,0,0,0,0,0,0,0.033,0,0.136,0,0.045,4.824,0,0.093,0,0,0.545,0,0,0.571,68.4794960647596,"West"
"06631","Fulda","217326",169080,123959,121059,65276,24218,5700,5245,7900,0,2210,1742,0,346,0,0,0,0,0,0,47,0,22,0,58,7020,0,131,0,0,677,0,0,467,53.921,20.005,4.708,4.333,6.526,0,1.826,1.439,0,0.286,0,0,0,0,0,0,0.039,0,0.018,0,0.048,5.799,0,0.108,0,0,0.559,0,0,0.386,73.3138159451147,"West"
"06632","Hersfeld-Rotenburg","119394",96830,70343,68228,25618,24865,2637,3674,4289,0,990,1397,0,88,0,0,0,0,0,0,29,0,30,0,29,3739,0,73,0,0,522,0,0,248,37.548,36.444,3.865,5.385,6.286,0,1.451,2.048,0,0.129,0,0,0,0,0,0,0.043,0,0.044,0,0.043,5.48,0,0.107,0,0,0.765,0,0,0.363,72.6458742125374,"West"
"06633","Kassel","233451",191012,144237,139690,46470,54063,5344,8383,12180,0,2410,1261,0,233,0,0,0,0,0,0,53,0,55,0,89,7486,0,156,0,0,922,0,0,585,33.267,38.702,3.826,6.001,8.719,0,1.725,0.903,0,0.167,0,0,0,0,0,0,0.038,0,0.039,0,0.064,5.359,0,0.112,0,0,0.66,0,0,0.419,75.512009716667,"West"
"06634","Schwalm-Eder-Kreis","179466",145635,109377,105591,36369,39851,4707,5758,8040,0,1732,1193,0,146,0,0,0,0,0,0,37,0,24,0,48,5767,0,122,0,0,1364,0,0,433,34.443,37.741,4.458,5.453,7.614,0,1.64,1.13,0,0.138,0,0,0,0,0,0,0.035,0,0.023,0,0.045,5.462,0,0.116,0,0,1.292,0,0,0.41,75.1035122051705,"West"
"06635","Waldeck-Frankenberg","156460",126432,89755,87268,35329,27750,5140,4454,6767,0,1443,793,0,189,0,0,0,0,0,0,23,0,21,0,38,4293,0,102,0,0,638,0,0,288,40.483,31.799,5.89,5.104,7.754,0,1.654,0.909,0,0.217,0,0,0,0,0,0,0.026,0,0.024,0,0.044,4.919,0,0.117,0,0,0.731,0,0,0.33,70.9907301948874,"West"
"06636","Werra-Meißner-Kreis","100206",83373,61103,59025,20254,22048,2377,3910,4579,0,964,616,0,82,0,0,0,0,0,0,26,0,11,0,26,3357,0,63,0,0,439,0,0,273,34.314,37.354,4.027,6.624,7.758,0,1.633,1.044,0,0.139,0,0,0,0,0,0,0.044,0,0.019,0,0.044,5.687,0,0.107,0,0,0.744,0,0,0.463,73.2887145718638,"West"
"07111","Koblenz","111434",85008,59974,59246,25379,15596,3404,3524,5668,0,1547,314,0,55,176,0,0,0,0,0,0,0,12,0,0,2705,0,128,0,0,642,0,96,0,42.837,26.324,5.746,5.948,9.567,0,2.611,0.53,0,0.093,0.297,0,0,0,0,0,0,0,0.02,0,0,4.566,0,0.216,0,0,1.084,0,0.162,0,70.5510069640504,"West"
"07131","Ahrweiler","126643",100486,75639,74623,37355,16409,4750,3540,5118,0,1621,563,0,89,281,0,0,0,0,0,0,0,16,0,0,4056,0,148,0,0,536,0,141,0,50.058,21.989,6.365,4.744,6.858,0,2.172,0.754,0,0.119,0.377,0,0,0,0,0,0,0,0.021,0,0,5.435,0,0.198,0,0,0.718,0,0.189,0,75.2731723822224,"West"
"07132","Altenkirchen","128228",101640,72447,71419,32813,20638,3244,3831,4151,0,1342,754,0,125,121,0,0,0,0,0,0,0,37,0,0,3486,0,141,0,0,571,0,165,0,45.944,28.897,4.542,5.364,5.812,0,1.879,1.056,0,0.175,0.169,0,0,0,0,0,0,0,0.052,0,0,4.881,0,0.197,0,0,0.8,0,0.231,0,71.2780401416765,"West"
"07133","Bad Kreuznach","155944",121082,87684,86128,35392,26840,5002,4646,6038,0,1619,895,0,148,193,0,0,0,0,0,0,0,19,0,0,4130,0,173,0,0,868,0,165,0,41.092,31.163,5.808,5.394,7.01,0,1.88,1.039,0,0.172,0.224,0,0,0,0,0,0,0,0.022,0,0,4.795,0,0.201,0,0,1.008,0,0.192,0,72.4170396921095,"West"
"07134","Birkenfeld","80591",66391,44615,43676,17943,13868,2234,2839,2183,0,775,539,0,62,60,0,0,0,0,0,0,0,13,0,0,2050,0,115,0,0,877,0,118,0,41.082,31.752,5.115,6.5,4.998,0,1.774,1.234,0,0.142,0.137,0,0,0,0,0,0,0,0.03,0,0,4.694,0,0.263,0,0,2.008,0,0.27,0,67.2003735446069,"West"
"07135","Cochem-Zell","62041",49935,37351,36724,20503,7722,2152,1525,1751,0,642,295,0,45,108,0,0,0,0,0,0,0,6,0,0,1472,0,69,0,0,354,0,80,0,55.83,21.027,5.86,4.153,4.768,0,1.748,0.803,0,0.123,0.294,0,0,0,0,0,0,0,0.016,0,0,4.008,0,0.188,0,0,0.964,0,0.218,0,74.7992390107139,"West"
"07137","Mayen-Koblenz","210441",166969,120645,118904,57173,31839,5989,5350,7524,0,2312,908,0,204,359,0,0,0,0,0,0,0,27,0,0,5686,0,219,0,0,1095,0,219,0,48.083,26.777,5.037,4.499,6.328,0,1.944,0.764,0,0.172,0.302,0,0,0,0,0,0,0,0.023,0,0,4.782,0,0.184,0,0,0.921,0,0.184,0,72.2559277470668,"West"
"07138","Neuwied","179317",138693,101089,99737,45192,28228,4779,5134,6510,0,1907,856,0,137,201,0,0,0,0,0,0,0,31,0,0,5273,0,214,0,0,1086,0,189,0,45.311,28.302,4.792,5.148,6.527,0,1.912,0.858,0,0.137,0.202,0,0,0,0,0,0,0,0.031,0,0,5.287,0,0.215,0,0,1.089,0,0.189,0,72.8868796550655,"West"
"07140","Rhein-Hunsrück-Kreis","101945",81511,59818,58686,27034,15923,3658,2920,3653,0,1131,529,0,91,244,0,0,0,0,0,0,0,20,0,0,2532,0,148,0,0,658,0,145,0,46.066,27.133,6.233,4.976,6.225,0,1.927,0.901,0,0.155,0.416,0,0,0,0,0,0,0,0.034,0,0,4.314,0,0.252,0,0,1.121,0,0.247,0,73.3864141036179,"West"
"07141","Rhein-Lahn-Kreis","121487",97109,70414,69234,28180,21663,3390,3672,4815,0,1353,641,0,113,131,0,0,0,0,0,0,0,23,0,0,3846,0,133,0,0,1115,0,159,0,40.703,31.29,4.896,5.304,6.955,0,1.954,0.926,0,0.163,0.189,0,0,0,0,0,0,0,0.033,0,0,5.555,0,0.192,0,0,1.61,0,0.23,0,72.510271962434,"West"
