"KRS","KRS_Name","Einwohner","Wahlberechtigte","Wähler","Gültige","CDU","SPD","FDP","DIE.LINKE","GRÜNE","CSU","PIRATEN","NPD","Tierschutzpartei","REP","ÖDP","FAMILIE","Bündnis.21.RRP","RENTNER","BP","PBC","BüSo","DIE.VIOLETTEN","MLPD","Volksabstimmung","PSG","AfD","BIG","pro.Deutschland","DIE.RECHTE","DIE.FRAUEN","FREIE.WÄHLER","Partei.der.Nichtwähler","PARTEI.DER.VERNUNFT","Die.PARTEI","CDU_rel","SPD_rel","FDP_rel","DIE.LINKE_rel","GRÜNE_rel","CSU_rel","PIRATEN_rel","NPD_rel","Tierschutzpartei_rel","REP_rel","ÖDP_rel","FAMILIE_rel","Bündnis.21.RRP_rel","RENTNER_rel","BP_rel","PBC_rel","BüSo_rel","DIE.VIOLETTEN_rel","MLPD_rel","Volksabstimmung_rel","PSG_rel","AfD_rel","BIG_rel","pro.Deutschland_rel","DIE.RECHTE_rel","DIE.FRAUEN_rel","FREIE.WÄHLER_rel","Partei.der.Nichtwähler_rel","PARTEI.DER.VERNUNFT_rel","Die.PARTEI_rel","Wahlbeteiligung","ost_west"
"03256","Nienburg","119631",95508,67803,67250,29226,22607,2449,2813,5186,0,938,656,509,53,0,0,0,0,0,80,0,0,14,0,0,2413,0,73,0,0,233,0,0,0,43.459,33.616,3.642,4.183,7.712,0,1.395,0.975,0.757,0.079,0,0,0,0,0,0.119,0,0,0.021,0,0,3.588,0,0.109,0,0,0.346,0,0,0,70.9919587887926,"West"
"03257","Schaumburg","155847",125175,92022,91253,35159,34044,3279,3962,7458,0,1425,745,778,71,0,0,0,0,0,154,0,0,29,0,0,3765,0,106,0,0,278,0,0,0,38.529,37.307,3.593,4.342,8.173,0,1.562,0.816,0.853,0.078,0,0,0,0,0,0.169,0,0,0.032,0,0,4.126,0,0.116,0,0,0.305,0,0,0,73.5146794487717,"West"
"03351","Celle","176157",139513,101214,100334,45684,29130,4430,4338,7050,0,1588,1072,750,115,0,0,0,0,0,128,0,0,15,0,0,5207,0,92,0,0,735,0,0,0,45.532,29.033,4.415,4.324,7.027,0,1.583,1.068,0.748,0.115,0,0,0,0,0,0.128,0,0,0.015,0,0,5.19,0,0.092,0,0,0.733,0,0,0,72.5480779568929,"West"
"03352","Cuxhaven","196787",158469,116132,115110,49992,38767,4058,5521,8252,0,1692,1037,936,36,0,0,0,0,0,83,0,0,27,0,0,4080,0,116,0,0,513,0,0,0,43.43,33.678,3.525,4.796,7.169,0,1.47,0.901,0.813,0.031,0,0,0,0,0,0.072,0,0,0.023,0,0,3.544,0,0.101,0,0,0.446,0,0,0,73.2837337271012,"West"
"03353","Harburg","245199",194856,152819,151600,64905,42915,7382,6641,14078,0,2499,1193,1366,74,0,0,0,0,0,159,0,0,33,0,0,9069,0,141,0,0,1145,0,0,0,42.813,28.308,4.869,4.381,9.286,0,1.648,0.787,0.901,0.049,0,0,0,0,0,0.105,0,0,0.022,0,0,5.982,0,0.093,0,0,0.755,0,0,0,78.4266330007801,"West"
"03354","Lüchow-Dannenberg","48728",39827,28789,28492,10435,7778,1032,2537,4436,0,486,210,247,7,0,0,0,0,0,64,0,0,12,0,0,1112,0,42,0,0,94,0,0,0,36.624,27.299,3.622,8.904,15.569,0,1.706,0.737,0.867,0.025,0,0,0,0,0,0.225,0,0,0.042,0,0,3.903,0,0.147,0,0,0.33,0,0,0,72.2851332010947,"West"
"03355","Lüneburg","178122",139242,104785,103924,38321,30637,4249,6665,14456,0,2514,935,834,40,0,0,0,0,0,113,0,0,18,0,0,4740,0,94,0,0,308,0,0,0,36.874,29.48,4.089,6.413,13.91,0,2.419,0.9,0.803,0.038,0,0,0,0,0,0.109,0,0,0.017,0,0,4.561,0,0.09,0,0,0.296,0,0,0,75.2538745493457,"West"
"03356","Osterholz","111484",89204,66800,65686,25256,22453,2325,4004,6247,0,1225,634,603,51,0,0,0,0,0,53,0,0,38,0,0,2547,0,74,0,0,176,0,0,0,38.45,34.182,3.54,6.096,9.51,0,1.865,0.965,0.918,0.078,0,0,0,0,0,0.081,0,0,0.058,0,0,3.878,0,0.113,0,0,0.268,0,0,0,74.884534325815,"West"
"03357","Rotenburg","161842",128090,94934,94261,43782,27984,4004,3806,7623,0,1346,857,680,52,0,0,0,0,0,116,0,0,14,0,0,3366,0,87,0,0,544,0,0,0,46.448,29.688,4.248,4.038,8.087,0,1.428,0.909,0.721,0.055,0,0,0,0,0,0.123,0,0,0.015,0,0,3.571,0,0.092,0,0,0.577,0,0,0,74.1150753376532,"West"
"03358","Heidekreis","136200",108738,79200,78588,34183,25215,3031,3587,6138,0,1060,893,685,43,0,0,0,0,0,108,0,0,13,0,0,3083,0,96,0,0,453,0,0,0,43.496,32.085,3.857,4.564,7.81,0,1.349,1.136,0.872,0.055,0,0,0,0,0,0.137,0,0,0.017,0,0,3.923,0,0.122,0,0,0.576,0,0,0,72.8356232411852,"West"
"03359","Stade","197448",155168,114839,114021,49377,36184,4784,4920,9120,0,1723,1060,780,34,0,0,0,0,0,87,0,0,27,0,0,5341,0,92,0,0,492,0,0,0,43.305,31.735,4.196,4.315,7.999,0,1.511,0.93,0.684,0.03,0,0,0,0,0,0.076,0,0,0.024,0,0,4.684,0,0.081,0,0,0.431,0,0,0,74.0094607135492,"West"
"03360","Uelzen","92533",75772,55844,55363,22884,17801,2048,2747,5021,0,1085,439,423,34,0,0,0,0,0,55,0,0,12,0,0,2515,0,52,0,0,247,0,0,0,41.334,32.153,3.699,4.962,9.069,0,1.96,0.793,0.764,0.061,0,0,0,0,0,0.099,0,0,0.022,0,0,4.543,0,0.094,0,0,0.446,0,0,0,73.7000475109539,"West"
"03361","Verden","133215",104439,78123,77529,31987,24960,2910,4004,7461,0,1430,687,647,39,0,0,0,0,0,137,0,0,20,0,0,2940,0,91,0,0,216,0,0,0,41.258,32.194,3.753,5.165,9.623,0,1.844,0.886,0.835,0.05,0,0,0,0,0,0.177,0,0,0.026,0,0,3.792,0,0.117,0,0,0.279,0,0,0,74.8025163013817,"West"
"03401","Delmenhorst","74804",57824,38964,38554,14306,14003,1347,2547,2643,0,777,557,393,38,0,0,0,0,0,23,0,0,11,0,0,1593,0,63,0,0,253,0,0,0,37.106,36.32,3.494,6.606,6.855,0,2.015,1.445,1.019,0.099,0,0,0,0,0,0.06,0,0,0.029,0,0,4.132,0,0.163,0,0,0.656,0,0,0,67.3837852794687,"West"
"03402","Emden","50016",38946,26171,25869,6721,12570,811,1564,2369,0,461,221,190,19,0,0,0,0,0,47,0,0,12,0,0,781,0,22,0,0,81,0,0,0,25.981,48.591,3.135,6.046,9.158,0,1.782,0.854,0.734,0.073,0,0,0,0,0,0.182,0,0,0.046,0,0,3.019,0,0.085,0,0,0.313,0,0,0,67.1981718276588,"West"
"03403","Oldenburg","160907",125662,93245,92485,28575,30966,4034,7418,13858,0,1898,607,747,24,0,0,0,0,0,78,0,0,48,0,0,3587,0,59,0,0,586,0,0,0,30.897,33.482,4.362,8.021,14.984,0,2.052,0.656,0.808,0.026,0,0,0,0,0,0.084,0,0,0.052,0,0,3.878,0,0.064,0,0,0.634,0,0,0,74.2030208018335,"West"
"03404","Osnabrück","156897",120206,85953,84720,32973,26245,3854,5047,10961,0,1848,379,539,27,0,0,0,0,0,136,0,0,28,0,0,2331,0,56,0,0,296,0,0,0,38.92,30.979,4.549,5.957,12.938,0,2.181,0.447,0.636,0.032,0,0,0,0,0,0.161,0,0,0.033,0,0,2.751,0,0.066,0,0,0.349,0,0,0,71.5047501788596,"West"
"03405","Wilhelmshaven","75534",64203,43699,43087,15782,15629,1546,2818,3113,0,752,467,403,33,0,0,0,0,0,21,0,0,42,0,0,1972,0,60,0,0,449,0,0,0,36.628,36.273,3.588,6.54,7.225,0,1.745,1.084,0.935,0.077,0,0,0,0,0,0.049,0,0,0.097,0,0,4.577,0,0.139,0,0,1.042,0,0,0,68.0637976418547,"West"
"03451","Ammerland","119917",94747,70298,69656,28492,21890,4176,3105,6312,0,955,443,561,30,0,0,0,0,0,54,0,0,14,0,0,3246,0,41,0,0,337,0,0,0,40.904,31.426,5.995,4.458,9.062,0,1.371,0.636,0.805,0.043,0,0,0,0,0,0.078,0,0,0.02,0,0,4.66,0,0.059,0,0,0.484,0,0,0,74.1954890392308,"West"
"03452","Aurich","187998",152041,108085,106663,36305,45510,3512,5024,8659,0,1439,1038,875,91,0,0,0,0,0,113,0,0,23,0,0,3355,0,87,0,0,632,0,0,0,34.037,42.667,3.293,4.71,8.118,0,1.349,0.973,0.82,0.085,0,0,0,0,0,0.106,0,0,0.022,0,0,3.145,0,0.082,0,0,0.593,0,0,0,71.0893772074638,"West"
"03453","Cloppenburg","162350",117226,81454,80733,50810,16596,3516,2400,3082,0,899,491,358,25,0,0,0,0,0,187,0,0,9,0,0,1972,0,59,0,0,329,0,0,0,62.936,20.557,4.355,2.973,3.818,0,1.114,0.608,0.443,0.031,0,0,0,0,0,0.232,0,0,0.011,0,0,2.443,0,0.073,0,0,0.408,0,0,0,69.4845853308993,"West"
"03454","Emsland","315757",235731,174289,173008,104477,38418,7493,5153,8223,0,2359,947,854,64,0,0,0,0,0,107,0,0,19,0,0,4324,0,151,0,0,419,0,0,0,60.389,22.206,4.331,2.978,4.753,0,1.364,0.547,0.494,0.037,0,0,0,0,0,0.062,0,0,0.011,0,0,2.499,0,0.087,0,0,0.242,0,0,0,73.9355451764935,"West"
"03455","Friesland","96937",80196,58908,58116,21885,21201,2722,2880,4515,0,873,479,540,39,0,0,0,0,0,39,0,0,23,0,0,2389,0,56,0,0,475,0,0,0,37.657,36.48,4.684,4.956,7.769,0,1.502,0.824,0.929,0.067,0,0,0,0,0,0.067,0,0,0.04,0,0,4.111,0,0.096,0,0,0.817,0,0,0,73.4550351638486,"West"
"03456","Grafschaft Bentheim","134329",96649,71673,71123,36099,21817,2961,2307,4145,0,1042,331,330,19,0,0,0,0,0,77,0,0,10,0,0,1803,0,60,0,0,122,0,0,0,50.756,30.675,4.163,3.244,5.828,0,1.465,0.465,0.464,0.027,0,0,0,0,0,0.108,0,0,0.014,0,0,2.535,0,0.084,0,0,0.172,0,0,0,74.1580357789527,"West"
"03457","Leer","165809",128455,91441,90421,34963,34913,3115,4418,6298,0,1273,851,653,56,0,0,0,0,0,211,0,0,15,0,0,3074,0,90,0,0,491,0,0,0,38.667,38.612,3.445,4.886,6.965,0,1.408,0.941,0.722,0.062,0,0,0,0,0,0.233,0,0,0.017,0,0,3.4,0,0.1,0,0,0.543,0,0,0,71.1852399673037,"West"
"03458","Oldenburg","126798",99258,74989,74405,30643,22397,4447,3869,6806,0,1155,646,613,35,0,0,0,0,0,47,0,0,13,0,0,3085,0,80,0,0,569,0,0,0,41.184,30.101,5.977,5.2,9.147,0,1.552,0.868,0.824,0.047,0,0,0,0,0,0.063,0,0,0.017,0,0,4.146,0,0.108,0,0,0.765,0,0,0,75.5495778677789,"West"
"03459","Osnabrück","351316",271557,201740,200212,96753,59068,8619,7924,15475,0,3134,1241,1077,58,0,0,0,0,0,534,0,0,28,0,0,5494,0,153,0,0,654,0,0,0,48.325,29.503,4.305,3.958,7.729,0,1.565,0.62,0.538,0.029,0,0,0,0,0,0.267,0,0,0.014,0,0,2.744,0,0.076,0,0,0.327,0,0,0,74.2901122048041,"West"
"03460","Vechta","136184",99074,72315,71831,45591,13572,3557,1859,3406,0,917,386,323,26,0,0,0,0,0,63,0,0,12,0,0,1604,0,45,0,0,470,0,0,0,63.47,18.894,4.952,2.588,4.742,0,1.277,0.537,0.45,0.036,0,0,0,0,0,0.088,0,0,0.017,0,0,2.233,0,0.063,0,0,0.654,0,0,0,72.9908956941276,"West"
"03461","Wesermarsch","88765",70637,48745,47828,17671,18448,2241,2398,3610,0,645,409,384,24,0,0,0,0,0,10,0,0,17,0,0,1681,0,40,0,0,250,0,0,0,36.947,38.572,4.686,5.014,7.548,0,1.349,0.855,0.803,0.05,0,0,0,0,0,0.021,0,0,0.036,0,0,3.515,0,0.084,0,0,0.523,0,0,0,69.0077438169798,"West"
"03462","Wittmund","56539",45635,31555,31199,13129,11181,1402,1116,2103,0,382,260,251,15,0,0,0,0,0,22,0,0,5,0,0,1118,0,33,0,0,182,0,0,0,42.081,35.838,4.494,3.577,6.741,0,1.224,0.833,0.805,0.048,0,0,0,0,0,0.071,0,0,0.016,0,0,3.583,0,0.106,0,0,0.583,0,0,0,69.1464884408897,"West"
"04011","Bremen","551767",400633,279906,277030,80535,96795,9701,28444,35565,0,7332,2849,2854,0,0,0,278,0,0,0,0,0,126,0,0,10129,0,380,0,0,657,0,0,1385,29.071,34.94,3.502,10.267,12.838,0,2.647,1.028,1.03,0,0,0,0.1,0,0,0,0,0,0.045,0,0,3.656,0,0.137,0,0,0.237,0,0,0.5,69.8659371544531,"West"
"04012","Bremerhaven","110121",83190,53116,52382,15924,20409,1503,4840,4449,0,1123,791,611,0,0,0,117,0,0,0,0,0,30,0,0,2178,0,86,0,0,157,0,0,164,30.4,38.962,2.869,9.24,8.493,0,2.144,1.51,1.166,0,0,0,0.223,0,0,0,0,0,0.057,0,0,4.158,0,0.164,0,0,0.3,0,0,0.313,63.8490203149417,"West"
"05111","Düsseldorf","604527",415139,304418,301717,117028,85006,22964,21210,28844,0,6967,1818,0,929,370,0,128,0,0,0,114,0,142,447,63,12736,280,484,39,0,497,380,174,1097,38.787,28.174,7.611,7.03,9.56,0,2.309,0.603,0,0.308,0.123,0,0.042,0,0,0,0.038,0,0.047,0.148,0.021,4.221,0.093,0.16,0.013,0,0.165,0.126,0.058,0.364,73.3291740838611,"West"
"05112","Duisburg","485465",337326,227497,224447,63774,91892,6935,18635,13717,0,5346,6255,0,617,231,0,191,0,0,0,68,0,409,515,95,11560,671,1702,140,0,350,299,163,882,28.414,40.942,3.09,8.303,6.111,0,2.382,2.787,0,0.275,0.103,0,0.085,0,0,0,0.03,0,0.182,0.229,0.042,5.15,0.299,0.758,0.062,0,0.156,0.133,0.073,0.393,67.4412882493493,"West"
"05113","Essen","573784",428928,305848,302781,99736,112984,13818,21475,24877,0,6772,4324,0,692,315,0,144,0,0,0,190,0,298,465,66,12446,416,902,71,0,509,412,220,1649,32.94,37.315,4.564,7.093,8.216,0,2.237,1.428,0,0.229,0.104,0,0.048,0,0,0,0.063,0,0.098,0.154,0.022,4.111,0.137,0.298,0.023,0,0.168,0.136,0.073,0.545,71.3052074007759,"West"
"05114","Krefeld","222500",166103,114408,113006,43973,35137,7334,7442,9008,0,2581,1087,0,113,137,0,56,0,0,0,26,0,62,195,27,4235,181,250,21,0,399,117,88,537,38.912,31.093,6.49,6.585,7.971,0,2.284,0.962,0,0.1,0.121,0,0.05,0,0,0,0.023,0,0.055,0.173,0.024,3.748,0.16,0.221,0.019,0,0.353,0.104,0.078,0.475,68.8777445320072,"West"
"05116","Mönchengladbach","256853",192676,127559,125942,55030,35447,7414,8080,7792,0,3149,1339,0,145,158,0,45,0,0,0,20,0,30,199,23,5255,124,310,20,0,316,179,123,744,43.695,28.145,5.887,6.416,6.187,0,2.5,1.063,0,0.115,0.125,0,0.036,0,0,0,0.016,0,0.024,0.158,0.018,4.173,0.098,0.246,0.016,0,0.251,0.142,0.098,0.591,66.2038863169258,"West"
"05117","Mülheim an der Ruhr","167108",126201,94752,93749,32361,34601,4778,6064,7126,0,1906,1013,0,120,101,0,44,0,0,0,23,0,78,133,29,4326,164,278,31,0,106,97,48,322,34.519,36.908,5.097,6.468,7.601,0,2.033,1.081,0,0.128,0.108,0,0.047,0,0,0,0.025,0,0.083,0.142,0.031,4.614,0.175,0.297,0.033,0,0.113,0.103,0.051,0.343,75.0802291582476,"West"
"05119","Oberhausen","209292",155788,108055,106539,31506,44438,3288,8656,6874,0,2871,2311,0,163,126,0,74,0,0,0,31,0,80,231,29,4478,101,468,40,0,172,122,93,387,29.572,41.711,3.086,8.125,6.452,0,2.695,2.169,0,0.153,0.118,0,0.069,0,0,0,0.029,0,0.075,0.217,0.027,4.203,0.095,0.439,0.038,0,0.161,0.115,0.087,0.363,69.3602844891776,"West"
"05120","Remscheid","109009",79140,54634,53958,21599,16414,3071,3891,3678,0,1287,579,0,119,75,0,31,0,0,0,13,0,29,120,10,2250,108,197,16,0,107,57,49,258,40.029,30.42,5.691,7.211,6.816,0,2.385,1.073,0,0.221,0.139,0,0.057,0,0,0,0.024,0,0.054,0.222,0.019,4.17,0.2,0.365,0.03,0,0.198,0.106,0.091,0.478,69.0346221885267,"West"
"05122","Solingen","156771",113680,80653,79705,30582,24056,4950,5335,6614,0,2084,789,0,148,111,0,36,0,0,0,14,0,142,141,24,3570,139,238,5,0,172,102,68,385,38.369,30.181,6.21,6.693,8.298,0,2.615,0.99,0,0.186,0.139,0,0.045,0,0,0,0.018,0,0.178,0.177,0.03,4.479,0.174,0.299,0.006,0,0.216,0.128,0.085,0.483,70.9473961998593,"West"
"05124","Wuppertal","345425",246429,171567,169296,57318,54291,9827,14013,16702,0,4091,1842,0,468,232,0,68,0,0,0,24,0,137,370,39,7022,203,538,83,0,508,268,147,1105,33.857,32.069,5.805,8.277,9.866,0,2.416,1.088,0,0.276,0.137,0,0.04,0,0,0,0.014,0,0.081,0.219,0.023,4.148,0.12,0.318,0.049,0,0.3,0.158,0.087,0.653,69.6212702238779,"West"
"05154","Kleve","304963",225823,161873,160160,77833,43253,9094,7322,9856,0,3212,1293,0,115,198,0,94,0,0,0,24,0,31,280,23,6300,47,306,30,0,234,137,101,377,48.597,27.006,5.678,4.572,6.154,0,2.005,0.807,0,0.072,0.124,0,0.059,0,0,0,0.015,0,0.019,0.175,0.014,3.934,0.029,0.191,0.019,0,0.146,0.086,0.063,0.235,71.6813610659676,"West"
"05158","Mettmann","477760",371057,277509,274537,115950,80753,17081,14454,20107,0,5898,2370,0,480,376,0,151,0,0,0,71,0,57,485,51,13494,244,573,86,0,502,375,175,804,42.235,29.414,6.222,5.265,7.324,0,2.148,0.863,0,0.175,0.137,0,0.055,0,0,0,0.026,0,0.021,0.177,0.019,4.915,0.089,0.209,0.031,0,0.183,0.137,0.064,0.293,74.788779082459,"West"
"05162","Rhein-Kreis Neuss","442522",333345,248891,246425,115691,64594,17367,11574,15362,0,5486,2089,0,322,285,0,136,0,0,0,62,0,55,494,54,9953,232,517,38,0,908,255,151,800,46.948,26.212,7.048,4.697,6.234,0,2.226,0.848,0,0.131,0.116,0,0.055,0,0,0,0.025,0,0.022,0.2,0.022,4.039,0.094,0.21,0.015,0,0.368,0.103,0.061,0.325,74.6646867359642,"West"
"05166","Viersen","295067",227631,167490,165797,76747,44103,10493,8897,11106,0,3464,1557,0,145,204,0,99,0,0,0,37,0,32,355,43,6806,105,303,20,0,457,159,113,552,46.29,26.601,6.329,5.366,6.699,0,2.089,0.939,0,0.087,0.123,0,0.06,0,0,0,0.022,0,0.019,0.214,0.026,4.105,0.063,0.183,0.012,0,0.276,0.096,0.068,0.333,73.5796091042081,"West"
"05170","Wesel","457244",360651,266934,264191,96770,97730,11593,17071,17291,0,5373,3255,0,412,255,0,324,0,0,0,62,0,122,449,65,10271,225,803,63,0,546,280,193,1038,36.629,36.992,4.388,6.462,6.545,0,2.034,1.232,0,0.156,0.097,0,0.123,0,0,0,0.023,0,0.046,0.17,0.025,3.888,0.085,0.304,0.024,0,0.207,0.106,0.073,0.393,74.0144904630793,"West"
"05314","Bonn","313958",226487,175014,173239,62844,44909,14418,10988,23686,0,4418,801,0,92,293,0,47,0,0,0,25,0,42,197,21,7389,955,358,19,0,309,217,132,1079,36.276,25.923,8.323,6.343,13.672,0,2.55,0.462,0,0.053,0.169,0,0.027,0,0,0,0.014,0,0.024,0.114,0.012,4.265,0.551,0.207,0.011,0,0.178,0.125,0.076,0.623,77.2733092848596,"West"
"05315","Köln","1046680",722435,523763,519398,171386,154707,31284,42054,73400,0,13256,3329,0,497,901,0,226,0,0,0,170,0,270,804,112,18417,934,1388,59,0,1379,1008,383,3434,32.997,29.786,6.023,8.097,14.132,0,2.552,0.641,0,0.096,0.173,0,0.044,0,0,0,0.033,0,0.052,0.155,0.022,3.546,0.18,0.267,0.011,0,0.265,0.194,0.074,0.661,72.4996712507008,"West"
"05316","Leverkusen","161540",117980,84980,84009,33172,26993,4373,4919,6486,0,1922,934,0,102,96,0,39,0,0,0,18,0,67,180,13,3225,110,270,12,0,398,120,47,513,39.486,32.131,5.205,5.855,7.721,0,2.288,1.112,0,0.121,0.114,0,0.046,0,0,0,0.021,0,0.08,0.214,0.015,3.839,0.131,0.321,0.014,0,0.474,0.143,0.056,0.611,72.0291574843194,"West"
"05334","Städteregion Aachen","547661",408308,299023,295502,115056,89329,16349,20750,27705,0,8381,2377,0,908,434,0,117,0,0,0,47,0,51,475,44,9486,234,480,101,0,1106,374,195,1503,38.936,30.23,5.533,7.022,9.376,0,2.836,0.804,0,0.307,0.147,0,0.04,0,0,0,0.016,0,0.017,0.161,0.015,3.21,0.079,0.162,0.034,0,0.374,0.127,0.066,0.509,73.2346659874408,"West"
"05358","Düren","259073",199550,145541,143471,63532,42549,7102,8120,8729,0,3478,1565,0,183,148,0,74,0,0,0,35,0,31,373,40,5732,67,311,46,0,344,238,122,652,44.282,29.657,4.95,5.66,6.084,0,2.424,1.091,0,0.128,0.103,0,0.052,0,0,0,0.024,0,0.022,0.26,0.028,3.995,0.047,0.217,0.032,0,0.24,0.166,0.085,0.454,72.9346028564269,"West"
"05362","Rhein-Erft-Kreis","459448",344341,254633,249054,105259,76374,14319,12809,17746,0,5300,2435,0,321,305,0,151,0,0,0,54,0,36,564,55,9315,286,906,78,0,991,420,307,1023,42.264,30.666,5.749,5.143,7.125,0,2.128,0.978,0,0.129,0.122,0,0.061,0,0,0,0.022,0,0.014,0.226,0.022,3.74,0.115,0.364,0.031,0,0.398,0.169,0.123,0.411,73.9479179069585,"West"
"05366","Euskirchen","188158",148648,106555,105152,49317,25697,7527,5532,7062,0,2391,1036,0,115,129,0,51,0,0,0,16,0,18,316,22,4528,35,283,15,0,332,170,130,430,46.901,24.438,7.158,5.261,6.716,0,2.274,0.985,0,0.109,0.123,0,0.049,0,0,0,0.015,0,0.017,0.301,0.021,4.306,0.033,0.269,0.014,0,0.316,0.162,0.124,0.409,71.6827673429848,"West"
"05370","Heinsberg","249310",188266,134521,132639,65417,34895,6543,6915,7336,0,3019,1427,0,254,145,0,77,0,0,0,29,0,18,231,44,4652,60,251,26,0,437,195,112,556,49.32,26.308,4.933,5.213,5.531,0,2.276,1.076,0,0.191,0.109,0,0.058,0,0,0,0.022,0,0.014,0.174,0.033,3.507,0.045,0.189,0.02,0,0.329,0.147,0.084,0.419,71.4526255404587,"West"
"05374","Oberbergischer Kreis","270618",209414,150899,148946,67437,40185,8446,8055,10347,0,2849,1329,0,152,262,0,72,0,0,0,18,0,26,363,32,7487,80,473,21,0,364,189,130,629,45.276,26.98,5.671,5.408,6.947,0,1.913,0.892,0,0.102,0.176,0,0.048,0,0,0,0.012,0,0.017,0.244,0.021,5.027,0.054,0.318,0.014,0,0.244,0.127,0.087,0.422,72.0577420802812,"West"
"05378","Rheinisch-Bergischer Kreis","279497",216414,169131,167720,73278,43721,11676,8473,15113,0,3311,1149,0,155,265,0,79,0,0,0,25,0,30,294,24,7945,119,348,28,0,463,297,153,774,43.691,26.068,6.962,5.052,9.011,0,1.974,0.685,0,0.092,0.158,0,0.047,0,0,0,0.015,0,0.018,0.175,0.014,4.737,0.071,0.207,0.017,0,0.276,0.177,0.091,0.461,78.1515983254318,"West"
"05382","Rhein-Sieg-Kreis","585781",448168,337288,333657,148047,85636,24264,16929,28122,0,6934,2555,0,259,508,0,178,0,0,0,44,0,36,1230,55,14876,298,614,30,0,1119,368,253,1302,44.371,25.666,7.272,5.074,8.428,0,2.078,0.766,0,0.078,0.152,0,0.053,0,0,0,0.013,0,0.011,0.369,0.016,4.458,0.089,0.184,0.009,0,0.335,0.11,0.076,0.39,75.2592777708359,"West"
"05512","Bottrop","116017",89657,64286,63588,21102,26710,2025,4074,3500,0,1231,1023,0,147,355,0,26,0,0,0,10,0,73,108,28,2485,79,211,18,0,71,58,37,217,33.186,42.005,3.185,6.407,5.504,0,1.936,1.609,0,0.231,0.558,0,0.041,0,0,0,0.016,0,0.115,0.17,0.044,3.908,0.124,0.332,0.028,0,0.112,0.091,0.058,0.341,71.7021537637887,"West"
"05513","Gelsenkirchen","257651",181476,118452,116948,32380,51514,3468,8880,6413,0,2569,2562,0,463,82,0,81,0,0,0,17,0,398,205,22,5553,455,702,48,0,448,120,112,456,27.688,44.049,2.965,7.593,5.484,0,2.197,2.191,0,0.396,0.07,0,0.069,0,0,0,0.015,0,0.34,0.175,0.019,4.748,0.389,0.6,0.041,0,0.383,0.103,0.096,0.39,65.2714408516829,"West"
"05515","Münster","302178",227762,180093,178802,67626,48579,12119,11254,27118,0,4037,490,0,54,595,0,52,0,0,0,21,0,51,123,27,5236,59,139,23,0,195,218,113,673,37.822,27.169,6.778,6.294,15.166,0,2.258,0.274,0,0.03,0.333,0,0.029,0,0,0,0.012,0,0.029,0.069,0.015,2.928,0.033,0.078,0.013,0,0.109,0.122,0.063,0.376,79.0706966043502,"West"
"05554","Borken","365191",275979,206763,205201,109507,52647,10762,7711,11980,0,3483,1301,0,147,206,0,80,0,0,0,21,0,26,243,31,5675,39,230,20,0,309,169,100,514,53.366,25.656,5.245,3.758,5.838,0,1.697,0.634,0,0.072,0.1,0,0.039,0,0,0,0.01,0,0.013,0.118,0.015,2.766,0.019,0.112,0.01,0,0.151,0.082,0.049,0.25,74.9198308566956,"West"
"05558","Coesfeld","215996",170708,133599,132562,66480,34086,7402,5522,10576,0,2353,746,0,102,162,0,58,0,0,0,11,0,21,158,28,3775,17,228,13,0,240,82,78,424,50.15,25.713,5.584,4.166,7.978,0,1.775,0.563,0,0.077,0.122,0,0.044,0,0,0,0.008,0,0.016,0.119,0.021,2.848,0.013,0.172,0.01,0,0.181,0.062,0.059,0.32,78.2617100545962,"West"
"05562","Recklinghausen","613092",480075,343667,339551,117899,134538,11983,21824,20074,0,7599,4445,0,636,393,0,203,0,0,0,76,0,295,717,123,14507,494,1178,143,0,557,431,280,1156,34.722,39.622,3.529,6.427,5.912,0,2.238,1.309,0,0.187,0.116,0,0.06,0,0,0,0.022,0,0.087,0.211,0.036,4.272,0.145,0.347,0.042,0,0.164,0.127,0.082,0.34,71.5861063375514,"West"
"05566","Steinfurt","437127",337572,254202,251951,114287,79130,12335,11566,18582,0,4519,1596,0,183,265,0,91,0,0,0,31,0,37,260,40,6962,98,216,36,0,527,230,175,785,45.361,31.407,4.896,4.591,7.375,0,1.794,0.633,0,0.073,0.105,0,0.036,0,0,0,0.012,0,0.015,0.103,0.016,2.763,0.039,0.086,0.014,0,0.209,0.091,0.069,0.312,75.3030464611994,"West"
"05570","Warendorf","273412",210355,158085,156533,73764,45609,8486,6858,11305,0,3123,1090,0,122,178,0,53,0,0,0,25,0,23,223,29,4571,53,147,4,0,378,93,70,329,47.124,29.137,5.421,4.381,7.222,0,1.995,0.696,0,0.078,0.114,0,0.034,0,0,0,0.016,0,0.015,0.142,0.019,2.92,0.034,0.094,0.003,0,0.241,0.059,0.045,0.21,75.1515295571772,"West"
"05711","Bielefeld","329782",238358,172886,170880,60120,55842,6765,14496,19883,0,4061,1204,0,127,262,0,61,0,0,0,39,0,97,305,48,5824,189,324,32,0,214,182,91,714,35.183,32.679,3.959,8.483,11.636,0,2.377,0.705,0,0.074,0.153,0,0.036,0,0,0,0.023,0,0.057,0.178,0.028,3.408,0.111,0.19,0.019,0,0.125,0.107,0.053,0.418,72.5320736035711,"West"
