KRS,Name,Art,Einwohner,CDU,SPD,FDP,DIE.LINKE,GRÜNE,CSU,PIRATEN,NPD,Tierschutzpartei,REP,ÖDP,FAMILIE,Bündnis.21.RRP,RENTNER,BP,PBC,BüSo,DIE.VIOLETTEN,MLPD,Volksabstimmung,PSG,AfD,BIG,pro.Deutschland,DIE.RECHTE,DIE.FRAUEN,FREIE.WÄHLER,Partei.der.Nichtwähler,PARTEI.DER.VERNUNFT,Die.PARTEI,Wahlbeteiligung,ost_west,Medianeinkommen,Arbeitslosenquote,Ausländeranteil,Schulabgänger.ohne.Abschluss,Kriminalität,Mietpreis,Mietsteigerung,Ländlichkeit
7312,Kaiserslautern,krsfr. Stadt,97382,36.086,29.988,5.209,8.07,8.734,0,3.341,1.625,0,0.281,0.211,0,0,0,0,0,0,0,0.044,0,0,4.535,0,0.241,0,0,1.321,0,0.315,0,65.31916626,West,3240,10.3,11.5,7,13203,6.51,13.7,0
7313,Landau in der Pfalz,krsfr. Stadt,44465,36.79,26.461,6.523,5.718,13.426,0,3.216,0.784,0,0.367,0.475,0,0,0,0,0,0,0,0.012,0,0,4.868,0,0.165,0,0,0.991,0,0.202,0,71.04541386,West,2841,5.2,7.6,6.1,10048,7.92,24.3,0
7314,Ludwigshafen am Rhein,krsfr. Stadt,163832,35.071,31.417,4.697,6.471,7.446,0,2.715,1.668,0,1.633,0.179,0,0,0,0,0,0,0,0.134,0,0,6.621,0,0.236,0,0,1.422,0,0.29,0,66.98747781,West,4330,9.1,22.2,11,10776,7.55,16.1,0
7315,Mainz,krsfr. Stadt,206991,36.004,26.325,6.42,6.036,15.544,0,2.763,0.394,0,0.32,0.876,0,0,0,0,0,0,0,0.045,0,0,4.315,0,0.153,0,0,0.612,0,0.193,0,75.51597984,West,3410,6.4,15.7,2.1,10054,10.33,12.6,0
7316,Neustadt an der Weinstraße,krsfr. Stadt,52564,44.462,24.203,5.954,4.779,10.03,0,2.433,1.056,0,0.254,0.221,0,0,0,0,0,0,0,0.03,0,0,4.459,0,0.152,0,0,1.65,0,0.317,0,74.27579054,West,2745,5.6,7.7,5,8101,6.92,10.6,0
7317,Pirmasens,krsfr. Stadt,40046,40.728,29.698,5.01,7.568,3.647,0,2.663,1.673,0,2.448,0.185,0,0,0,0,0,0,0,0.035,0,0,4.601,0,0.21,0,0,1.194,0,0.34,0,63.80090498,West,2876,13.1,6.7,7.2,10016,4.36,6.9,0
7318,Speyer,krsfr. Stadt,49855,40.129,25.692,4.981,6.699,10.379,0,2.85,0.795,0,1.151,0.355,0,0,0,0,0,0,0,0.019,0,0,5.298,0,0.193,0,0,1.093,0,0.367,0,71.62048242,West,3176,6.4,11.9,2.4,9949,8.05,13.1,0
7319,Worms,krsfr. Stadt,81010,38.475,30.72,5.133,5.887,7.692,0,2.263,1.696,0,0.456,0.246,0,0,0,0,0,0,0,0.038,0,0,6.123,0,0.205,0,0,0.825,0,0.243,0,67.75228433,West,2966,8.4,13.1,4.7,9899,7.06,18.2,0
7320,Zweibrücken,krsfr. Stadt,34011,37.155,31.17,4.897,8.189,6.253,0,3.013,1.716,0,0.634,0.372,0,0,0,0,0,0,0,0.035,0,0,4.862,0,0.157,0,0,1.059,0,0.489,0,65.17287431,West,3188,7.8,6.5,2.8,7448,5.03,5.9,0
7331,Alzey-Worms,Landkreis,125998,39.109,30.609,6.133,4.762,7.765,0,2.08,1.589,0,0.364,0.347,0,0,0,0,0,0,0,0.02,0,0,5.595,0,0.176,0,0,1.187,0,0.264,0,74.42059643,West,2800,4.4,6.8,3.9,4908,6.33,13.9,19.6
7332,Bad Dürkheim,Landkreis,131530,42.995,27.864,6.078,4.504,7.441,0,1.978,1.191,0,0.353,0.248,0,0,0,0,0,0,0,0.03,0,0,4.783,0,0.236,0,0,1.91,0,0.389,0,75.42050279,West,2797,4.1,6.5,9.8,5554,6.62,12.1,9.4
7333,Donnersbergkreis,Landkreis,74962,36.571,32.74,4.881,6.13,7.054,0,2.608,2.348,0,0.382,0.231,0,0,0,0,0,0,0,0.027,0,0,4.349,0,0.253,0,0,2.09,0,0.335,0,71.15567157,West,3197,5.5,5.9,5.8,5196,5.47,10.2,82.5
7334,Germersheim,Landkreis,126266,44.035,25.98,5.58,4.63,6.962,0,2.519,1.393,0,1.19,0.436,0,0,0,0,0,0,0,0.036,0,0,5.164,0,0.207,0,0,1.571,0,0.298,0,72.4801054,West,3623,4.5,9.9,6.1,5614,6.93,15,13.9
7335,Kaiserslautern,Landkreis,104288,41.773,29.8,4.42,6.572,5.864,0,2.142,1.695,0,0.415,0.196,0,0,0,0,0,0,0,0.032,0,0,4.324,0,0.251,0,0,2.2,0,0.316,0,72.9723131,West,2736,5.7,6.1,4.7,4633,5.72,5.3,28.7
7336,Kusel,Landkreis,70883,32.944,36.441,3.601,9.078,5.8,0,2.343,2.021,0,0.464,0.164,0,0,0,0,0,0,0,0.031,0,0,4.607,0,0.31,0,0,1.816,0,0.38,0,72.51920123,West,2716,4.9,4,6.9,4448,4.95,5,71.8
7337,Südliche Weinstraße,Landkreis,109735,43.496,25.875,6.746,4.722,8.133,0,2.513,1.098,0,0.536,0.392,0,0,0,0,0,0,0,0.068,0,0,4.557,0,0.263,0,0,1.352,0,0.249,0,75.34304581,West,2779,4.1,5.4,4.2,4672,6.41,12.3,37
7338,Rhein-Pfalz-Kreis,Landkreis,150051,43.701,26.2,5.697,4.329,7.565,0,2.352,1.173,0,0.913,0.225,0,0,0,0,0,0,0,0.049,0,0,5.584,0,0.219,0,0,1.662,0,0.331,0,78.23637035,West,2695,3.6,8.1,3,4872,6.92,11.3,0
7339,Mainz-Bingen,Landkreis,204514,41.316,27.173,6.613,4.797,10.099,0,2.127,0.785,0,0.264,0.429,0,0,0,0,0,0,0,0.029,0,0,4.904,0,0.195,0,0,0.979,0,0.29,0,78.47093008,West,3158,4.1,7.3,5.1,6000,7.81,16.7,7.3
7340,Südwestpfalz,Landkreis,96410,45.985,26.459,5.458,5.686,4.534,0,2.357,1.778,0,0.953,0.186,0,0,0,0,0,0,0,0.034,0,0,4.061,0,0.225,0,0,1.89,0,0.396,0,76.26295337,West,2478,4.7,3.1,1.3,3133,4.79,2.8,100
8111,Stuttgart,krsfr. Stadt,612441,38.348,21.872,7.545,6.443,15.771,0,2.741,0.459,0.6,0.247,0.32,0,0,0.22,0,0.107,0.043,0,0.113,0.103,0,4.333,0.137,0.053,0,0,0.484,0,0.062,0,76.65922967,West,4055,5.7,22.8,5,10850,11.31,18.5,0
8115,Böblingen,Landkreis,374279,46.856,19.907,7.163,4.325,10.369,0,2.198,0.909,0.714,0.316,0.273,0,0,0.176,0,0.327,0.043,0,0.086,0.236,0,5.183,0.097,0.087,0,0,0.676,0,0.06,0,77.39133139,West,4287,3.5,15.3,4.6,4521,9.53,16.7,0
8116,Esslingen,Landkreis,516779,45.434,20.877,6.497,4.336,11.856,0,2.248,0.721,0.812,0.917,0.277,0,0,0.221,0,0.181,0.01,0,0.059,0.166,0,4.616,0.089,0.074,0,0,0.545,0,0.067,0,77.71811377,West,3544,3.5,14.5,4,4623,9.18,14.2,0
8117,Göppingen,Landkreis,250117,45.81,21.689,5.832,4.248,10.126,0,2.005,1.22,0.763,0.421,0.307,0,0,0.22,0,0.183,0.013,0,0.051,0.151,0,6.3,0.098,0.071,0,0,0.404,0,0.088,0,74.04231564,West,3234,4.1,13.3,4.6,3673,7.57,18.3,4.8
8118,Ludwigsburg,Landkreis,526377,44.452,21.362,6.635,4.499,11.456,0,2.19,0.869,0.727,0.391,0.364,0,0,0.338,0,0.236,0.014,0,0.069,0.139,0,5.234,0.081,0.092,0,0,0.761,0,0.091,0,77.71491304,West,3455,3.7,15.3,5.1,4580,9.28,18.6,0
8119,Rems-Murr-Kreis,Landkreis,414016,45.472,20.121,7.541,4.481,10.13,0,2.116,1.134,0.807,0.413,0.352,0,0,0.385,0,0.413,0.013,0,0.066,0.229,0,5.781,0.054,0.075,0,0,0.336,0,0.082,0,76.52944773,West,3242,3.9,13.2,4.7,5100,8.73,18.1,4.1
8121,Heilbronn,krsfr. Stadt,119841,42.535,23.323,6.927,5.768,9.444,0,2.286,1.225,0.668,0.37,0.313,0,0,0.291,0,0.132,0.017,0,0.121,0.147,0,5.506,0.225,0.206,0,0,0.402,0,0.093,0,68.59937352,West,3175,6.3,20.9,3.8,7595,8.79,26,0
8125,Heilbronn,Landkreis,329250,46.738,21.1,6.633,4.2,8.578,0,2.183,1.63,0.749,0.414,0.46,0,0,0.34,0,0.291,0.045,0,0.042,0.194,0,5.507,0.171,0.129,0,0,0.493,0,0.102,0,75.05376524,West,3501,3.5,11.3,4.3,3446,7.83,22.4,3.9
8126,Hohenlohekreis,Landkreis,108816,49.366,19.022,6.438,4.389,8.754,0,2.235,1.539,0.723,0.412,0.418,0,0,0.332,0,0.339,0.015,0,0.019,0.147,0,5.182,0.051,0.092,0,0,0.411,0,0.118,0,72.27222966,West,3319,3,7.7,3.9,3951,7.01,19.9,28.9
8127,Schwäbisch Hall,Landkreis,188974,44.968,20.571,6.742,5.084,10.767,0,2.111,1.246,0.737,0.364,0.967,0,0,0.253,0,0.384,0.014,0,0.072,0.197,0,4.878,0.066,0.094,0,0,0.376,0,0.108,0,69.61469748,West,3110,3.5,7.8,4.4,4035,6.66,20.2,49
8128,Main-Tauber-Kreis,Landkreis,130299,51.949,19.147,5.257,4.09,7.723,0,2.018,1.309,0.716,0.479,0.908,0,0,0.277,0,0.127,0.012,0,0.019,0.166,0,4.943,0.028,0.09,0,0,0.639,0,0.103,0,73.96530383,West,3013,3.5,5.7,3.9,3930,5.85,19,48.3
8135,Heidenheim,Landkreis,128894,44.996,23.953,4.515,5.539,9.082,0,2.109,1.368,0.701,0.769,0.61,0,0,0.345,0,0.237,0.007,0,0.046,0.209,0,4.726,0.082,0.13,0,0,0.501,0,0.075,0,72.14567342,West,3407,5.4,11.1,4.4,4058,6.4,13.8,19
8136,Ostalbkreis,Landkreis,308205,51.723,20.779,4.825,4.063,8.275,0,1.965,1.233,0.655,0.446,0.272,0,0,0.237,0,0.227,0.017,0,0.037,0.162,0,4.5,0.045,0.078,0,0,0.356,0,0.106,0,74.067932,West,3437,3.5,8.7,5,4513,7.14,19.9,30.7
8211,Baden-Baden,krsfr. Stadt,53342,47.276,19.118,8.273,4.372,10.955,0,1.665,0.628,0.713,0.164,0.178,0,0,0.239,0,0.121,0.007,0,0.021,0.153,0,5.517,0.029,0.068,0,0,0.41,0,0.093,0,72.00507937,West,3142,5.6,15.5,4.1,8680,8.55,14,0
8212,Karlsruhe,krsfr. Stadt,300051,37.543,22.735,6.041,6.011,14.981,0,4.044,0.574,0.748,0.237,0.285,0,0,0.168,0,0.138,0.023,0,0.063,0.124,0,5.608,0.052,0.061,0,0,0.487,0,0.078,0,72.93362821,West,3495,5.5,16,7.3,11106,9.27,10.6,0
8215,Karlsruhe,Landkreis,431315,47.52,20.553,5.853,4.115,9.028,0,2.45,0.936,0.864,0.612,0.21,0,0,0.253,0,0.254,0.012,0,0.031,0.172,0,6.037,0.045,0.126,0,0,0.821,0,0.109,0,75.35479041,West,3124,3.3,10.3,4.5,3896,7.63,18.8,1.2
8216,Rastatt,Landkreis,224687,49.608,20.932,5.187,4.095,8.609,0,2.068,1.046,0.743,0.28,0.195,0,0,0.265,0,0.119,0.008,0,0.041,0.243,0,5.809,0.032,0.087,0,0,0.539,0,0.094,0,71.23736473,West,3566,3.5,10.5,5.4,4870,7.26,16.3,2.1
8221,Heidelberg,krsfr. Stadt,154715,33.245,22.863,7.218,6.928,18.919,0,3.419,0.44,0.576,0.103,0.301,0,0,0.132,0,0.094,0.005,0,0.032,0.086,0,5.206,0.043,0.03,0,0,0.289,0,0.07,0,76.74695579,West,3457,5.4,18.4,1.8,9821,10.49,7.8,0
8222,Mannheim,krsfr. Stadt,299844,35.065,27.528,5.471,7.534,11.085,0,3.158,1.168,1.015,0.379,0.205,0,0,0.366,0,0.119,0.02,0,0.088,0.204,0,6.002,0.077,0.1,0,0,0.343,0,0.074,0,69.409898,West,3653,6.1,21.1,7.1,11654,8.57,15,0
8225,Neckar-Odenwald-Kreis,Landkreis,141651,51.828,20.338,5.128,4.233,6.629,0,1.962,1.331,0.847,0.326,0.443,0,0,0.227,0,0.15,0.019,0,0.026,0.224,0,5.482,0.069,0.104,0,0,0.551,0,0.081,0,71.89761117,West,2983,3.9,6.9,6.7,3286,5.84,12.2,63.5
8226,Rhein-Neckar-Kreis,Landkreis,534729,42.77,23.193,6.472,4.74,9.927,0,2.471,1.146,0.881,0.363,0.242,0,0,0.244,0,0.129,0.011,0,0.022,0.17,0,6.295,0.056,0.081,0,0,0.696,0,0.092,0,75.98384684,West,3352,4.5,10.2,5.8,4498,7.83,13.6,3.2
8231,Pforzheim,Landkreis,119291,44.505,20.339,6.68,5.605,8.428,0,2.295,1.424,0.873,0.352,0.153,0,0,0.324,0,0.205,0.008,0,0.03,0.217,0,7.746,0.066,0.099,0,0,0.557,0,0.095,0,65.03636013,West,3063,7.6,20.9,5.4,8174,7.46,20.7,0
8235,Calw,Landkreis,152766,50.744,17.622,6.171,4.177,7.888,0,1.921,1.077,0.779,0.519,0.326,0,0,0.289,0,0.553,0.015,0,0.036,0.194,0,6.66,0.076,0.09,0,0,0.785,0,0.081,0,74.52028088,West,3000,4.1,11.8,4.9,3226,6.55,12.2,25.1
8236,Enzkreis,Landkreis,193728,45.385,20.13,7.29,4.143,9.186,0,2.103,1.316,0.827,0.407,0.291,0,0,0.278,0,0.461,0.01,0,0.021,0.194,0,6.991,0.06,0.118,0,0,0.685,0,0.105,0,76.5815534,West,3117,2.8,10.6,2.9,3018,7.01,14.4,0
8237,Freudenstadt,Landkreis,115147,51.655,17.684,6.743,4.118,7.313,0,1.742,1.314,0.583,0.779,0.418,0,0,0.282,0,0.559,0.015,0,0.016,0.16,0,5.803,0.042,0.079,0,0,0.611,0,0.083,0,72.03429821,West,3188,3.7,8.4,4.6,3785,6.14,10.6,54.4
8311,Freiburg im Breisgau,krsfr. Stadt,222203,31.058,22.955,4.601,9.187,22.135,0,3.466,0.377,0.876,0.128,0.419,0,0,0.219,0,0.146,0.013,0,0.062,0.136,0,3.694,0.033,0.054,0,0,0.378,0,0.064,0,76.08948888,West,3267,6,14.8,5.9,13296,11.03,7.6,0
8315,Breisgau-Hochschwarzwald,Landkreis,252749,45.782,20.156,5.692,4.713,13.931,0,1.891,0.637,0.848,0.276,0.332,0,0,0.246,0,0.27,0.016,0,0.016,0.239,0,4.287,0.033,0.065,0,0,0.484,0,0.088,0,76.57708464,West,2899,3.4,8.7,2.9,4988,8.76,21.4,30.6
8316,Emmendingen,Landkreis,159708,44.031,21.958,4.981,4.77,13.204,0,2.547,0.731,1.069,0.297,0.854,0,0,0.238,0,0.265,0.017,0,0.022,0.254,0,4.173,0.021,0.072,0,0,0.418,0,0.077,0,74.51253138,West,2997,3.3,7.6,6,4039,8.36,23.9,7.3
8317,Ortenaukreis,Landkreis,415639,48.35,19.542,5.586,4.579,10.593,0,2.129,0.89,0.86,0.231,0.325,0,0,0.228,0,0.181,0.012,0,0.019,0.225,0,5.407,0.019,0.056,0,0,0.594,0,0.175,0,69.9479084,West,3028,3.6,8.4,4.3,6551,7.04,18.1,16.4
8325,Rottweil,Landkreis,135912,51.389,17.526,6.044,3.772,7.167,0,1.776,1.635,0.7,0.317,1.329,0,0,0.313,0,0.249,0.022,0,0.018,0.262,0,6.486,0.031,0.078,0,0,0.76,0,0.125,0,72.29557586,West,3182,2.9,8.1,7.3,3534,6.21,11.4,26.3
8326,Schwarzwald-Baar-Kreis,Landkreis,206116,49.37,19.009,5.944,4.229,8.992,0,1.961,1.562,0.799,0.18,0.328,0,0,0.298,0,0.415,0.014,0,0.054,0.199,0,5.518,0.031,0.066,0,0,0.934,0,0.096,0,71.41918092,West,3064,3.7,11.7,5.5,4263,6.68,16.6,19.9
8327,Tuttlingen,Landkreis,134607,52.058,17.549,6.772,4.18,7.561,0,1.886,1.299,0.67,0.266,0.404,0,0,0.277,0,0.263,0.016,0,0.024,0.238,0,5.095,0.046,0.062,0,0,1.218,0,0.117,0,71.67749865,West,3284,2.8,12,4.4,4518,6.74,19.3,16.8
8335,Konstanz,Landkreis,275785,43.591,20.234,7.362,5.003,12.65,0,2.188,0.765,0.809,0.136,0.453,0,0,0.23,0,0.158,0.014,0,0.029,0.263,0,5.505,0.034,0.061,0,0,0.445,0,0.069,0,72.90617759,West,3064,4.2,12,4.6,6869,9.86,26.7,13.3
8336,Lörrach,Landkreis,223692,43.155,22.101,5.606,4.887,12.281,0,2.332,1.008,0.85,0.358,0.262,0,0,0.29,0,0.377,0.012,0,0.036,0.342,0,5.386,0.041,0.078,0,0,0.505,0,0.091,0,70.34243921,West,3191,3.5,12.2,6.8,9253,9.4,28.5,13.4
8337,Waldshut,Landkreis,165211,50.531,18.854,5.629,4.173,9.625,0,1.833,0.787,0.648,0.67,0.572,0,0,0.24,0,0.198,0.017,0,0.025,0.28,0,4.939,0.043,0.072,0,0,0.79,0,0.075,0,70.58108437,West,2950,3,12.1,5.2,4534,7.59,25,22.8
8415,Reutlingen,Landkreis,278031,46.205,19.293,7.054,4.789,10.941,0,2.207,1.025,0.65,0.367,0.341,0,0,0.234,0,0.212,0.016,0,0.094,0.219,0,5.57,0.048,0.07,0,0,0.591,0,0.074,0,75.34946331,West,3301,3.8,12.6,4.8,4593,8.46,15.9,18.2
8416,Tübingen,Landkreis,218355,40.097,20.91,5.479,6.908,16.276,0,2.759,0.728,0.682,0.263,0.429,0,0,0.169,0,0.239,0.017,0,0.065,0.165,0,4.307,0.054,0.059,0,0,0.317,0,0.075,0,79.01933772,West,3248,3.3,11.2,4.3,4503,9.39,16.6,0
8417,Zollernalbkreis,Landkreis,186360,50.581,18.342,5.915,4.592,7.82,0,2.257,1.638,0.814,0.437,0.338,0,0,0.258,0,0.257,0.029,0,0.188,0.243,0,5.27,0.04,0.108,0,0,0.747,0,0.127,0,71.3906829,West,3066,4.1,10.5,4.3,4119,6.58,19.5,28
8421,Ulm,krsfr. Stadt,120714,40.908,23.508,5.586,5.579,13.164,0,3.113,0.767,0.733,0.213,0.403,0,0,0.237,0,0.133,0.017,0,0.115,0.183,0,4.554,0.065,0.073,0,0,0.577,0,0.072,0,73.86069773,West,3439,4.7,16.7,5,10066,9.19,10.9,0
8425,Alb-Donau-Kreis,Landkreis,189129,52.932,18.325,5.035,3.545,8.651,0,2.093,1.22,0.681,0.403,0.457,0,0,0.266,0,0.25,0.034,0,0.043,0.22,0,4.842,0.053,0.098,0,0,0.76,0,0.093,0,76.87893773,West,3099,2.8,9.8,4.4,4027,7.36,17.3,66
8426,Biberach,Landkreis,190438,56.395,14.993,4.867,3.317,8.889,0,2.096,0.874,0.681,0.518,0.862,0,0,0.272,0,0.173,0.023,0,0.014,0.235,0,4.273,0.049,0.084,0,0,1.276,0,0.111,0,74.36240015,West,3467,2.6,7,4.3,3543,7.22,22.1,48.2
8435,Bodenseekreis,Landkreis,209386,48.224,18.467,6.457,4.444,11.837,0,2.055,0.831,0.733,0.229,0.708,0,0,0.211,0,0.124,0.016,0,0.042,0.287,0,4.497,0.029,0.059,0,0,0.676,0,0.075,0,75.69370434,West,3672,2.8,10.5,4.6,4757,9.33,17.4,8.1
8436,Ravensburg,Landkreis,275339,50.544,16.936,5.206,4.252,12.113,0,2.098,0.874,0.709,0.317,1.499,0,0,0.219,0,0.173,0.018,0,0.043,0.232,0,3.868,0.029,0.068,0,0,0.721,0,0.081,0,73.50500437,West,3062,2.9,8.3,5.5,4883,7.97,21.4,39
8437,Sigmaringen,Landkreis,127716,54.947,15.616,5.252,3.819,9.39,0,1.912,1.117,0.759,0.567,0.508,0,0,0.219,0,0.149,0.029,0,0.044,0.194,0,4.29,0.023,0.077,0,0,0.991,0,0.097,0,72.50432566,West,3128,3.7,7.8,6.6,3977,5.94,13.8,69.9
9161,Ingolstadt,krsfr. Stadt,131002,0,19.377,5.452,4.783,7.653,50.45,2.188,0.716,0.652,0.537,1.211,0,0.032,0,0.775,0,0.007,0.124,0.018,0,0,3.772,0,0.068,0,0.159,1.909,0,0.115,0,62.01789297,West,4425,3.6,15.3,4.7,8158,11.08,26.2,0
9162,München,krsfr. Stadt,1429584,0,23.919,7.71,4.594,14.057,37.798,2.515,0.392,0.693,0.171,0.97,0,0.029,0,0.65,0,0.032,0.137,0.041,0,0,4.498,0,0.078,0,0.146,1.488,0,0.083,0,71.2213296,West,3879,5.2,24,6.3,9350,15.51,21.3,0
9163,Rosenheim,krsfr. Stadt,60889,0,17.815,5.103,3.935,9.342,48.338,2.265,0.461,0.779,1.277,1.355,0,0.015,0,1.483,0,0.045,0.124,0.022,0,0,5.264,0,0.049,0,0.187,1.999,0,0.142,0,64.842978,West,3131,5.1,17.6,6.6,9286,9.57,23.6,0
9171,Altötting,Landkreis,107465,0,16.419,3.893,3.051,5.74,57.861,1.735,0.559,0.605,0.506,1.023,0,0.031,0,1.1,0,0.157,0.393,0.016,0,0,4.037,0,0.077,0,0.217,2.446,0,0.135,0,66.68960688,West,3404,3.5,7.9,4,5096,6.06,16.8,22.8
9172,Berchtesgadener Land,Landkreis,102976,0,14.629,4.35,2.889,8.257,58.179,1.436,0.552,0.626,0.752,1.259,0,0.02,0,0.923,0,0.016,0.135,0.01,0,0,3.606,0,0.042,0,0.117,2.103,0,0.097,0,66.97148067,West,2729,4.2,13.3,4.7,27006,7.97,13.8,35.8
9173,Bad Tölz-Wolfratshausen,Landkreis,123340,0,14.381,5.521,2.835,8.261,53.397,1.598,0.483,0.713,0.248,1.124,0,0.026,0,1.759,0,0.02,0.281,0.015,0,0,5.586,0,0.098,0,0.132,3.389,0,0.132,0,71.69905983,West,2933,2.8,9.6,3.3,3340,9.81,15.2,48
9174,Dachau,Landkreis,146279,0,16.828,4.463,2.939,7.344,53.781,1.732,0.495,0.705,0.345,1.356,0,0.032,0,1.383,0,0.016,0.108,0.04,0,0,5.199,0,0.08,0,0.144,2.937,0,0.074,0,74.34602804,West,2942,2.4,12.9,3.8,3627,10.87,20.3,25.9
9175,Ebersberg,Landkreis,134873,0,18.15,5.824,2.822,9.55,49.98,1.83,0.364,0.685,0.335,1.175,0,0.103,0,1.421,0,0.022,0.114,0.008,0,0,5.017,0,0.065,0,0.16,2.306,0,0.068,0,76.96521387,West,2974,2.4,10.4,4.1,3137,10.88,18.5,18.7
9176,Eichstätt,Landkreis,127189,0,17.226,3.645,2.923,5.667,57.701,1.559,0.884,0.568,0.348,1.361,0,0.038,0,1.194,0,0.008,0.096,0.013,0,0,3.354,0,0.047,0,0.147,3.122,0,0.1,0,74.59404248,West,3019,1.4,6.5,2.2,2397,9.27,44.4,60.6
9177,Erding,Landkreis,131839,0,14.918,4.39,3.041,8.042,52.198,1.829,0.491,0.76,1.167,1.609,0,0.062,0,1.638,0,0.022,0.126,0.028,0,0,5.359,0,0.064,0,0.187,3.976,0,0.094,0,72.33634735,West,2821,2.1,8.7,2.9,4306,9.59,23.2,54.2
9178,Freising,Landkreis,170357,0,16.156,4.724,3.424,11.485,47.909,2.211,0.667,0.776,0.28,1.242,0,0.039,0,1.221,0,0.016,0.126,0.021,0,0,5.249,0,0.066,0,0.187,4.106,0,0.095,0,73.01149695,West,3228,2.4,13.5,3.7,6138,10.14,16.8,31.5
9179,Fürstenfeldbruck,Landkreis,210278,0,19.607,5.401,3.15,9.853,48.207,2.054,0.474,0.779,0.248,0.939,0,0.034,0,0.943,0,0.011,0.14,0.009,0,0,5.262,0,0.089,0,0.151,2.576,0,0.074,0,75.51433915,West,3040,3.2,11.1,3.5,3440,11.22,19,11.1
9180,Garmisch-Partenkirchen,Landkreis,85931,0,12.282,6.116,2.588,7.122,56.545,1.184,0.5,0.784,0.154,1.812,0,0.043,0,2.331,0,0.03,0.143,0.015,0,0,5.462,0,0.078,0,0.159,2.494,0,0.154,0,71.06016315,West,2660,3.7,10,2.3,4774,8.85,10.7,76.6
9181,Landsberg am Lech,Landkreis,116118,0,15.949,5.112,3.217,10.461,51.856,1.77,0.632,0.694,0.267,1.348,0,0.029,0,1.545,0,0.011,0.153,0.015,0,0,4.718,0,0.073,0,0.17,1.889,0,0.091,0,74.40928198,West,3056,3,6.5,4.9,3433,8.74,18.8,51.6
9182,Miesbach,Landkreis,96773,0,14.322,6.323,2.452,7.554,54.477,1.276,0.463,0.686,0.285,1.1,0,0.034,0,1.616,0,0.028,0.171,0.009,0,0,6.076,0,0.051,0,0.141,2.845,0,0.089,0,73.35649237,West,2893,2.9,10.2,3.4,3788,10.23,15.5,48.7
9183,Mühldorf a.Inn,Landkreis,110296,0,13.915,3.981,2.799,5.795,59.38,1.696,0.706,0.763,0.47,1.406,0,0.039,0,1.573,0,0.053,0.241,0.011,0,0,4.074,0,0.066,0,0.168,2.753,0,0.11,0,67.12554544,West,2933,4,8.3,4.8,3742,6.93,23.3,45.4
9184,München,Landkreis,332800,0,19.8,8.323,2.835,9.836,47.025,1.845,0.332,0.702,0.287,0.837,0,0.049,0,0.705,0,0.012,0.099,0.017,0,0,4.87,0,0.06,0,0.125,2.133,0,0.108,0,77.37941199,West,4016,3,14.1,3.6,3517,12.8,16.9,6.2
9185,Neuburg-Schrobenhausen,Landkreis,93505,0,14.668,3.823,3.023,5.336,59.743,1.674,0.948,0.637,0.389,0.753,0,0.037,0,1.117,0,0.027,0.122,0.017,0,0,3.416,0,0.068,0,0.163,3.945,0,0.093,0,69.01591793,West,2952,2.2,7.7,3.1,3592,8.02,32.8,45.7
9186,Pfaffenhofen a.d.Ilm,Landkreis,121594,0,16.506,4.695,3.011,6.391,55.045,1.793,0.91,0.699,0.389,1.226,0,0.014,0,1.407,0,0.021,0.116,0.013,0,0,4.218,0,0.101,0,0.142,3.207,0,0.097,0,70.2425507,West,3135,2.1,8.4,3.8,3638,8.39,24.5,39.7
9187,Rosenheim,Landkreis,251850,0,14.217,4.942,2.692,8.243,55.261,1.616,0.48,0.668,0.76,1.523,0,0.024,0,1.993,0,0.062,0.154,0.013,0,0,4.727,0,0.059,0,0.162,2.309,0,0.095,0,71.76676619,West,2822,2.8,7.9,3.1,12487,8.61,16.8,31.6
9188,Starnberg,Landkreis,131873,0,16.601,10.425,2.611,11.206,46.647,1.776,0.282,0.78,0.162,1.115,0,0.024,0,0.898,0,0.016,0.182,0.011,0,0,5.201,0,0.048,0,0.117,1.791,0,0.106,0,78.23704971,West,3400,3,11.5,2,3506,11.95,16.2,2.6
9189,Traunstein,Landkreis,171978,0,15.01,4.388,3.042,9.079,56.757,1.547,0.548,0.663,0.486,1.343,0,0.036,0,1.487,0,0.031,0.149,0.014,0,0,3.096,0,0.07,0,0.142,1.984,0,0.128,0,69.17384172,West,3030,3.1,7.3,3.8,4270,7.54,17,59.8
9190,Weilheim-Schongau,Landkreis,131190,0,17.167,4.635,3.271,8.293,50.401,1.69,0.587,0.658,0.234,1.81,0,0.055,0,2.082,0,0.015,0.147,0.039,0,0,5.686,0,0.075,0,0.191,2.872,0,0.091,0,72.71573604,West,3306,2.9,7.2,4.1,3506,8.47,14.9,47.9
9261,Landshut,krsfr. Stadt,67509,0,18.357,5.495,4.07,9.483,49.27,1.757,0.605,0.899,0.174,0.981,0,0.013,0,0.902,0,0.016,0.222,0.013,0,0,4.409,0,0.07,0,0.158,2.994,0,0.114,0,65.58762887,West,2941,5,13.5,3.9,11456,9.03,24,0
9262,Passau,krsfr. Stadt,49952,0,20.388,5.872,4.95,8.839,47.866,2.053,0.669,0.727,0.258,2.011,0,0.025,0,0.519,0,0.017,0.087,0.008,0,0,4.143,0,0.042,0,0.15,1.28,0,0.096,0,64.0759246,West,3121,5.2,9.9,4.5,37672,8.07,17.8,0
